所在市町村	市町村	市町村よみ	学校名	|名称=	よみ	|よみ=	|所在地=	郵便番号	所在地	|電話番号=				
上北郡六戸町	六戸町	ろくのへちょう	開知	六戸町立開知小学校	かいち	ろくのへちょうりつかいちしょうがっこう	〒033-0071 青森県上北郡六戸町犬落瀬権現沢14の159	033-0071	犬落瀬権現沢14の159	0176-55-2640	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡六戸町	六戸町	ろくのへちょう	大曲	六戸町立大曲小学校	おおまがり	ろくのへちょうりつおおまがりしょうがっこう	〒033-0071 青森県上北郡六戸町犬落瀬柳沢91の86	033-0071	犬落瀬柳沢91の86	0176-53-7059	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡横浜町	横浜町	よこはまちょう	横浜	横浜町立横浜小学校	よこはま	よこはまちょうりつよこはましょうがっこう	〒039-4144 青森県上北郡横浜町浜懸40	039-4144	浜懸40	0175-78-2029	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡横浜町	横浜町	よこはまちょう	南部	横浜町立南部小学校	なんぶ	よこはまちょうりつなんぶしょうがっこう	〒039-4153 青森県上北郡横浜町吹越82の1	039-4153	吹越82の1	0175-78-2302	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡横浜町	横浜町	よこはまちょう	有畑	横浜町立有畑小学校	ありはた	よこはまちょうりつありはたしょうがっこう	〒039-4105 青森県上北郡横浜町苗代川目14	039-4105	苗代川目14	0175-78-2307	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡横浜町	横浜町	よこはまちょう	大豆田	横浜町立大豆田小学校	まめだ	よこはまちょうりつまめだしょうがっこう	〒039-4113 青森県上北郡横浜町家ノ前川目30の3	039-4113	家ノ前川目30の3	0175-78-2308	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡東北町	東北町	とうほくちょう	上北	東北町立上北小学校	かみきた	とうほくちょうりつかみきたしょうがっこう	〒039-2401 青森県上北郡東北町上野堤向22の1	039-2401	上野堤向22の1	0176-56-2048	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡東北町	東北町	とうほくちょう	小川原	東北町立小川原小学校	こがわら	とうほくちょうりつこがわらしょうがっこう	〒039-2402 青森県上北郡東北町大浦舘野41の3	039-2402	大浦舘野41の3	0176-56-3230	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡東北町	東北町	とうほくちょう	第一	東北町立第一小学校	だいいち	とうほくちょうりつだいいちしょうがっこう	〒039-2402 青森県上北郡東北町大浦二津屋16の4	039-2402	大浦二津屋16の4	0176-56-2310	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡東北町	東北町	とうほくちょう	甲地	東北町立甲地小学校	かっち	とうほくちょうりつかっちしょうがっこう	〒039-2634 青森県上北郡東北町往来ノ下50	039-2634	往来ノ下50	0175-62-2011	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡東北町	東北町	とうほくちょう	蛯沢	東北町立蛯沢小学校	えびさわ	とうほくちょうりつえびさわしょうがっこう	〒039-2654 青森県上北郡東北町塔ノ沢山1の485	039-2654	塔ノ沢山1の485	0175-63-2618	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡東北町	東北町	とうほくちょう	千曳	東北町立千曳小学校	ちびき	とうほくちょうりつちびきしょうがっこう	〒039-2685 青森県上北郡東北町家ノ下タ61の50	039-2685	家ノ下タ61の50	0175-64-0833	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡東北町	東北町	とうほくちょう	水喰	東北町立水喰小学校	みずはみ	とうほくちょうりつみずはみしょうがっこう	〒039-2616 青森県上北郡東北町切左坂道ノ上38	039-2616	切左坂道ノ上38	0175-62-2002	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡六ヶ所村	六ヶ所村	ろっかしょそん	泊	六ヶ所村立泊小学校	とまり	ろっかしょそんりつとまりしょうがっこう	〒039-4301 青森県上北郡六ヶ所村泊川原75の17	039-4301	泊川原75の17	0175-77-3014	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡六ヶ所村	六ヶ所村	ろっかしょそん	尾駮	六ヶ所村立尾駮小学校	おぶち	ろっかしょそんりつおぶちしょうがっこう	〒039-3212 青森県上北郡六ヶ所村尾駮野附480	039-3212	尾駮野附480	0175-72-2016	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡六ヶ所村	六ヶ所村	ろっかしょそん	平沼	六ヶ所村立平沼小学校	ひらぬま	ろっかしょそんりつひらぬましょうがっこう	〒039-3214 青森県上北郡六ヶ所村平沼二階坂6の8	039-3214	平沼二階坂6の8	0175-75-2012	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡六ヶ所村	六ヶ所村	ろっかしょそん	倉内	六ヶ所村立倉内小学校	くらうち	ろっかしょそんりつくらうちしょうがっこう	〒039-3215 青森県上北郡六ヶ所村倉内道ノ上21の1	039-3215	倉内道ノ上21の1	0175-75-2115	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡六ヶ所村	六ヶ所村	ろっかしょそん	千歳平	六ヶ所村立千歳平小学校	ちとせたい	ろっかしょそんりつちとせたいしょうがっこう	〒039-3215 青森県上北郡六ヶ所村倉内笹崎396	039-3215	倉内笹崎396	0175-74-2161	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡おいらせ町	おいらせ町	おいらせちょう	百石	おいらせ町立百石小学校	ももいし	おいらせちょうりつももいししょうがっこう	〒039-2217 青森県上北郡おいらせ町牛込平20の1	039-2217	牛込平20の1	0178-52-2458	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡おいらせ町	おいらせ町	おいらせちょう	甲洋	おいらせ町立甲洋小学校	こうよう	おいらせちょうりつこうようしょうがっこう	〒039-2203 青森県上北郡おいらせ町一川目四丁目6の10	039-2203	一川目四丁目6の10	0178-52-3464	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡おいらせ町	おいらせ町	おいらせちょう	下田	おいらせ町立下田小学校	しもだ	おいらせちょうりつしもだしょうがっこう	〒039-2163 青森県上北郡おいらせ町舘越38の1	039-2163	舘越38の1	0178-56-2250	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡おいらせ町	おいらせ町	おいらせちょう	木内々	おいらせ町立木内々小学校	きないない	おいらせちょうりつきないないしょうがっこう	〒039-2128 青森県上北郡おいらせ町染屋101の7	039-2128	染屋101の7	0178-56-3562	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
上北郡おいらせ町	おいらせ町	おいらせちょう	木ノ下	おいらせ町立木ノ下小学校	きのした	おいらせちょうりつきのしたしょうがっこう	〒039-2189 青森県上北郡おいらせ町青葉六丁目50の184	039-2189	青葉六丁目50の184	0178-57-0222	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
下北郡大間町	大間町	おおまちょう	大間	大間町立大間小学校	おおま	おおまちょうりつおおましょうがっこう	〒039-4601 青森県下北郡大間町大間狼丁37の2	039-4601	大間狼丁37の2	0175-37-2107	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
下北郡大間町	大間町	おおまちょう	奥戸	大間町立奥戸小学校	おこっぺ	おおまちょうりつおこっぺしょうがっこう	〒039-4602 青森県下北郡大間町奥戸館の上96	039-4602	奥戸館の上96	0175-37-2108	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
下北郡東通村	東通村	ひがしどおりそん	東通	東通村立東通小学校	ひがしどおり	ひがしどおりそんりつひがしどおりしょうがっこう	〒039-4222 青森県下北郡東通村砂子又沢内9の4	039-4222	砂子又沢内9の4	0175-48-2600	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
下北郡風間浦村	風間浦村	かざまうらそん	下風呂	風間浦村立下風呂小学校	しもふろ	かざまうらそんりつしもふろしょうがっこう	〒039-4501 青森県下北郡風間浦村下風呂甲平ノ上18の1	039-4501	下風呂甲平ノ上18の1	0175-36-2201	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
下北郡風間浦村	風間浦村	かざまうらそん	易国間	風間浦村立易国間小学校	いこくま	かざまうらそんりついこくましょうがっこう	〒039-4502 青森県下北郡風間浦村易国間大川目21の3	039-4502	易国間大川目21の3	0175-35-2130	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
下北郡風間浦村	風間浦村	かざまうらそん	蛇浦	風間浦村立蛇浦小学校	へびうら	かざまうらそんりつへびうらしょうがっこう	〒039-4503 青森県下北郡風間浦村蛇浦古釜谷平126	039-4503	蛇浦古釜谷平126	0175-35-2240	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
下北郡佐井村	佐井村	さいそん	佐井	佐井村立佐井小学校	さい	さいそんりつさいしょうがっこう	〒039-4711 青森県下北郡佐井村佐井糠森103の3	039-4711	佐井糠森103の3	0175-38-2262	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
下北郡佐井村	佐井村	さいそん	福浦	佐井村立福浦小学校	ふくうら	さいそんりつふくうらしょうがっこう	〒039-4712 青森県下北郡佐井村長後福浦川目102	039-4712	長後福浦川目102	0175-38-5003	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
下北郡佐井村	佐井村	さいそん	牛滝	佐井村立牛滝小学校	うしたき	さいそんりつうしたきしょうがっこう	〒039-4712 青森県下北郡佐井村長後牛滝川目99	039-4712	長後牛滝川目99	0175-38-5005	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡三戸町	三戸町	さんのへちょう	三戸	三戸町立三戸小学校	さんのへ	さんのへちょうりつさんのへしょうがっこう	〒039-0112 青森県三戸郡三戸町梅内権現林1	039-0112	梅内権現林1	0179-22-1125	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡三戸町	三戸町	さんのへちょう	斗川	三戸町立斗川小学校	とがわ	さんのへちょうりつとがわしょうがっこう	〒039-0122 青森県三戸郡三戸町斗内清水田50	039-0122	斗内清水田50	0179-20-3774	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡三戸町	三戸町	さんのへちょう	杉沢	三戸町立杉沢小学校	すぎさわ	さんのへちょうりつすぎさわしょうがっこう	〒039-0453 青森県三戸郡三戸町貝守杉沢向平50	039-0453	貝守杉沢向平50	0179-27-2212	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡五戸町	五戸町	ごのへちょう	五戸	五戸町立五戸小学校	ごのへ	ごのへちょうりつごのへしょうがっこう	〒039-1519 青森県三戸郡五戸町天満後21	039-1519	天満後21	0178-62-2820	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡五戸町	五戸町	ごのへちょう	蛯川	五戸町立蛯川小学校	えびかわ	ごのへちょうりつえびかわしょうがっこう	〒039-1506 青森県三戸郡五戸町熊野林32	039-1506	熊野林32	0178-62-2854	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡五戸町	五戸町	ごのへちょう	切谷内	五戸町立切谷内小学校	きりやない	ごのへちょうりつきりやないしょうがっこう	〒039-1502 青森県三戸郡五戸町切谷内高田川原24の1	039-1502	切谷内高田川原24の1	0178-68-2203	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡五戸町	五戸町	ごのへちょう	上市川	五戸町立上市川小学校	かみいちかわ	ごのへちょうりつかみいちかわしょうがっこう	〒039-1501 青森県三戸郡五戸町上市川御兵糧3	039-1501	上市川御兵糧3	0178-68-2202	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡五戸町	五戸町	ごのへちょう	豊間内	五戸町立豊間内小学校	とよまない	ごのへちょうりつとよまないしょうがっこう	〒039-1524 青森県三戸郡五戸町豊間内五ヶ久保1の3	039-1524	豊間内五ヶ久保1の3	0178-62-6363	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡五戸町	五戸町	ごのへちょう	南	五戸町立南小学校	みなみ	ごのへちょうりつみなみしょうがっこう	〒039-1528 青森県三戸郡五戸町浅水十海塚35	039-1528	浅水十海塚35	0178-67-2006	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡五戸町	五戸町	ごのへちょう	石沢	五戸町立石沢小学校	いしざわ	ごのへちょうりついしざわしょうがっこう	〒039-1701 青森県三戸郡五戸町倉石石沢石沢72	039-1701	倉石石沢石沢72	0178-77-2775	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡五戸町	五戸町	ごのへちょう	中市	五戸町立中市小学校	なかいち	ごのへちょうりつなかいちしょうがっこう	〒039-1702 青森県三戸郡五戸町倉石中市田茂平40	039-1702	倉石中市田茂平40	0178-77-2006	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡五戸町	五戸町	ごのへちょう	又重	五戸町立又重小学校	またしげ	ごのへちょうりつまたしげしょうがっこう	〒039-1703 青森県三戸郡五戸町倉石又重上川原110の1	039-1703	倉石又重上川原110の1	0178-77-2008	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡田子町	田子町	たっこちょう	田子	田子町立田子小学校	たっこ	たっこちょうりつたっこしょうがっこう	〒039-0201 青森県三戸郡田子町田子野々上平4	039-0201	田子野々上平4	0179-20-7001	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡田子町	田子町	たっこちょう	上郷	田子町立上郷小学校	かみごう	たっこちょうりつかみごうしょうがっこう	〒039-0317 青森県三戸郡田子町山口道前21	039-0317	山口道前21	0179-33-1005	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡田子町	田子町	たっこちょう	清水頭	田子町立清水頭小学校	しみずがしら	たっこちょうりつしみずがしらしょうがっこう	〒039-0201 青森県三戸郡田子町田子清水頭18	039-0201	田子清水頭18	0179-32-2584	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡南部町	南部町	なんぶちょう	剣吉	南部町立剣吉小学校	けんよし	なんぶちょうりつけんよししょうがっこう	〒039-0612 青森県三戸郡南部町剣吉大館10の1	039-0612	剣吉大館10の1	0178-75-0009	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡南部町	南部町	なんぶちょう	名久井	南部町立名久井小学校	なくい	なんぶちょうりつなくいしょうがっこう	〒039-0503 青森県三戸郡南部町平広場8	039-0503	平広場8	0178-76-2010	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡南部町	南部町	なんぶちょう	名川南	南部町立名川南小学校	ながわみなみ	なんぶちょうりつながわみなみしょうがっこう	〒039-0505 青森県三戸郡南部町鳥谷太田3	039-0505	鳥谷太田3	0178-76-3173	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡南部町	南部町	なんぶちょう	南部	南部町立南部小学校	なんぶ	なんぶちょうりつなんぶしょうがっこう	〒039-0105 青森県三戸郡南部町沖田面久保10の1	039-0105	沖田面久保10の1	0179-34-3102	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡南部町	南部町	なんぶちょう	向	南部町立向小学校	むかい	なんぶちょうりつむかいしょうがっこう	〒039-0103 青森県三戸郡南部町大向飛鳥20の2	039-0103	大向飛鳥20の2	0179-22-2275	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡南部町	南部町	なんぶちょう	福田	南部町立福田小学校	ふくだ	なんぶちょうりつふくだしょうがっこう	〒039-0815 青森県三戸郡南部町福田源次郎平7の1	039-0815	福田源次郎平7の1	0178-84-3610	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡南部町	南部町	なんぶちょう	杉沢	南部町立杉沢小学校	すぎさわ	なんぶちょうりつすぎさわしょうがっこう	〒039-0813 青森県三戸郡南部町杉沢杉沢6の4	039-0813	杉沢杉沢6の4	0178-84-3582	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡南部町	南部町	なんぶちょう	福地	南部町立福地小学校	ふくち	なんぶちょうりつふくちしょうがっこう	〒039-0802 青森県三戸郡南部町苫米地寺ノ後15の1	039-0802	苫米地寺ノ後15の1	0178-84-2213	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡階上町	階上町	はしかみちょう	赤保内	階上町立赤保内小学校	あかぼない	はしかみちょうりつあかぼないしょうがっこう	〒039-1202 青森県三戸郡階上町赤保内耳ヶ吠6の1	039-1202	赤保内耳ヶ吠6の1	0178-88-2019	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡階上町	階上町	はしかみちょう	道仏	階上町立道仏小学校	どうぶつ	はしかみちょうりつどうぶつしょうがっこう	〒039-1201 青森県三戸郡階上町道仏外窪21の1	039-1201	道仏外窪21の1	0178-89-2015	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡階上町	階上町	はしかみちょう	大蛇	階上町立大蛇小学校	おおじゃ	はしかみちょうりつおおじゃしょうがっこう	〒039-1201 青森県三戸郡階上町道仏大蛇30の1	039-1201	道仏大蛇30の1	0178-89-2221	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡階上町	階上町	はしかみちょう	小舟渡	階上町立小舟渡小学校	こみなと	はしかみちょうりつこみなとしょうがっこう	〒039-1201 青森県三戸郡階上町道仏廿一2の1	039-1201	道仏廿一2の1	0178-89-2343	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡階上町	階上町	はしかみちょう	階上	階上町立階上小学校	はしかみ	はしかみちょうりつはしかみしょうがっこう	〒039-1203 青森県三戸郡階上町鳥屋部大鶴音1の2	039-1203	鳥屋部大鶴音1の2	0178-88-3122	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡階上町	階上町	はしかみちょう	石鉢	階上町立石鉢小学校	いしのはち	はしかみちょうりついしのはちしょうがっこう	〒039-1208 青森県三戸郡階上町角柄折石鉢14の2	039-1208	角柄折石鉢14の2	0178-88-2703	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡新郷村	新郷村	しんごうそん	戸来	新郷村立戸来小学校	へらい	しんごうそんりつへらいしょうがっこう	〒039-1801 青森県三戸郡新郷村戸来大久保88	039-1801	戸来大久保88	0178-78-3116	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
三戸郡新郷村	新郷村	しんごうそん	西越	新郷村立西越小学校	さいごし	しんごうそんりつさいごししょうがっこう	〒039-1802 青森県三戸郡新郷村西越佐野平57	039-1802	西越佐野平57	0178-78-2134	[[Category:青森県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]
