|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|メールアドレス=	|URL=	|備考=	== その他 ==							
米沢市立興譲小学校		〒992-0052 山形県米沢市丸の内2-1-58	0238-22-8040						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立愛宕小学校		〒992-0055 山形県米沢市御廟3-10-1	0238-24-4000						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立西部小学校		〒992-0056 山形県米沢市直江町5-34	0238-22-8068						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立第二中学校		〒992-0062 山形県米沢市林泉寺2-2-5	0238-22-3455						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
米沢市立第三中学校		〒992-0072 山形県米沢市舘山2-4-58	0238-22-8077						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
米沢市立三沢東部小学校		〒992-0077 山形県米沢市大字簗沢3401	0238-32-2014						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立山梨沢小学校		〒992-0077 山形県米沢市大字簗沢6345	0238-32-2152						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立広幡小学校		〒992-0084 山形県米沢市広幡町上小菅1396	0238-37-5279						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立第六中学校		〒992-0093 山形県米沢市六郷町西藤泉160	0238-37-5363						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
米沢市立六郷小学校		〒992-0095 山形県米沢市六郷町一漆40-1	0238-37-5282						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立浅川小学校		〒992-0112 山形県米沢市大字浅川900-乙	0238-37-5273						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立上郷小学校		〒992-0116 山形県米沢市大字竹井1383	0238-28-3409						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立第七中学校		〒992-0117 山形県米沢市大字川井108-3	0238-26-9211						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
高畠町立和田小学校		〒992-0262 山形県東置賜郡高畠町大字元和田1306	0238-56-3003						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
高畠町立第三中学校		〒992-0262 山形県東置賜郡高畠町大字元和田650	0238-56-3004						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
高畠町立二井宿小学校		〒992-0301 山形県東置賜郡高畠町大字二井宿2750	0238-52-1004						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
高畠町立第一中学校		〒992-0302 山形県東置賜郡高畠町大字安久津700	0238-52-0129						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
高畠町立亀岡小学校		〒992-0321 山形県東置賜郡高畠町大字亀岡2916	0238-52-0539						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
高畠町立第二中学校		〒992-0344 山形県東置賜郡高畠町大字深沼28-1	0238-52-0213						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
高畠町立屋代小学校		〒992-0344 山形県東置賜郡高畠町大字深沼30	0238-52-0072						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
高畠町立高畠小学校		〒992-0351 山形県東置賜郡高畠町大字高畠3547	0238-52-1050						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
南陽市立宮内中学校		〒992-0472 山形県南陽市宮内2303-2	0238-47-2251						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
南陽市立宮内小学校		〒992-0472 山形県南陽市宮内3415	0238-47-2106						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
南陽市立漆山小学校		〒992-0474 山形県南陽市漆山1731	0238-47-2164						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
南陽市立梨郷小学校		〒992-0478 山形県南陽市竹原139	0238-47-4331						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
南陽市立小滝小学校		〒992-0581 山形県南陽市小滝1444	0238-41-2620						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
南陽市立荻小学校		〒992-0582 山形県南陽市荻1033	0238-41-2101						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
川西町立大塚小学校		〒992-0602 山形県東東置賜郡川西町大字大塚3030	0238-42-4722						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
白鷹町立西中学校		〒992-0771 山形県西置賜郡白鷹町大字鮎貝108	0238-85-2244						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
白鷹町立鮎貝小学校		〒992-0771 山形県西置賜郡白鷹町大字鮎貝5215	0238-85-2030						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
白鷹町立蚕桑小学校		〒992-0772 山形県西置賜郡白鷹町大字横田尻3584-1	0238-85-2249						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
白鷹町立鷹山小学校		〒992-0812 山形県西置賜郡白鷹町大字滝野3116-7	0238-86-0121						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
白鷹町立東中学校		〒992-0832 山形県西置賜郡白鷹町大字荒砥乙1158	0238-85-5531						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
白鷹町立荒砥小学校		〒992-0832 山形県西置賜郡白鷹町大字荒砥乙540-1	0238-85-2267						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
白鷹町立東根小学校		〒992-0841 山形県西置賜郡白鷹町大字畔藤5031	0238-85-2250						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立万世小学校		〒992-1128 山形県米沢市八幡原5-3948-4	0238-28-5404						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立松原小学校		〒992-1202 山形県米沢市大字三沢26100-1	0238-22-7244						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立松原中学校		〒992-1202 山形県米沢市大字三沢26100-1	0238-23-1139						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
米沢市立関根小学校		〒992-1205 山形県米沢市大字関根13541	0238-35-2114						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立赤崩小学校		〒992-1206 山形県米沢市大字赤崩21203	0238-38-3553						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立板谷小学校		〒992-1331 山形県米沢市大字板谷293	0238-34-2440						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立南原小学校		〒992-1451 山形県米沢市大字南原笹野町2984	0238-38-2306						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立南原中学校		〒992-1461 山形県米沢市大字李山2139	0238-38-2318						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
米沢市立李山小学校		〒992-1461 山形県米沢市大字李山806	0238-38-3596						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立関小学校		〒992-1471 山形県米沢市大字立石2565	0238-38-2319						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立高湯小学校		〒992-1472 山形県米沢市大字関1522-3	（不明）						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立綱木小学校		〒992-1474 山形県米沢市大字綱木334-6	（不明）						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
米沢市立綱木中学校		〒992-1474 山形県米沢市大字綱木334-6	0238-38-2318						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
米沢市立三沢西部小学校		〒992-1581 山形県米沢市大字口田沢2361-1	0238-31-2113						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
長井市立長井小学校		〒993-0001 山形県長井市ままの上5-2	0238-84-1701						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
長井市立伊佐沢小学校		〒993-0021 山形県長井市上伊佐沢2027	0238-88-2710						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
長井市立長井南中学校		〒993-0031 山形県長井市泉1819-1	0238-88-5311						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
長井市立豊田小学校		〒993-0034 山形県長井市歌丸976	0238-88-9314						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
長井市立平野小学校		〒993-0041 山形県長井市九野本3118	0238-88-2704						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
長井市立西根小学校		〒993-0063 山形県長井市草岡375	0238-84-1705						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
長井市立致芳小学校		〒993-0072 山形県長井市五十川1091	0238-88-2131						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
長井市立長井北中学校		〒993-0075 山形県長井市成田2883	0238-88-5355						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
天童市立天童北部小学校		〒994-0002 山形県天童市乱川4-2-25	023-654-2654						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立第四中学校		〒994-0003 山形県天童市柏木町1-3-1	023-653-1360						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
天童市立成生小学校		〒994-0005 山形県天童市大字高木836	023-654-2303						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立第二中学校		〒994-0012 山形県天童市大字久野本1674	023-654-2322						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
天童市立天童中部小学校		〒994-0013 山形県天童市老野森2-6-4	023-654-2301						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立津山小学校		〒994-0022 山形県天童市大字貫津591	023-654-2309						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立天童南部小学校		〒994-0046 山形県天童市田鶴町4-2-10	023-654-1750						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立荒谷小学校		〒994-0054 山形県天童市大字荒谷7857	023-654-2310						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立第一中学校		〒994-0055 山形県天童市大字原町290	023-654-2311						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
天童市立干布小学校		〒994-0056 山形県天童市大字干布580	023-654-2307						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立長岡小学校		〒994-0063 山形県天童市東長岡3-3-1	023-655-2059						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立高擶小学校		〒994-0068 山形県天童市大字高擶北239	023-655-2051						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立第三中学校		〒994-0071 山形県天童市大字矢野目1285-1	023-654-2333						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
天童市立寺津小学校		〒994-0073 山形県天童市大字寺津1350	023-654-2305						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立蔵増小学校		〒994-0075 山形県天童市大字蔵増676	023-654-2304						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
天童市立山口小学校		〒994-0101 山形県天童市大字山口1919	023-656-2410						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
村山市立袖崎小学校		〒995-0001 山形県村山市大字土生田263	0237-58-2011						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
村山市立大倉小学校		〒995-0005 山形県村山市大字��山48-7	0237-55-2415						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
村山市立楯岡中学校		〒995-0018 山形県村山市楯岡新高田11-3	0237-55-2403						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
村山市立楯岡小学校		〒995-0021 山形県村山市楯岡楯18-1	0237-55-2411						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
村山市立西郷小学校		〒995-0052 山形県村山市大字名取1217	0237-55-2413						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
村山市立大久保小学校		〒995-0111 山形県村山市大字大久保甲1-1	0237-54-2109						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
村山市立冨本小学校		〒995-0112 山形県村山市大字湯野沢1129	0237-54-2102						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
村山市立戸沢小学校		〒995-0201 山形県村山市大字長善寺293-2	0237-56-2112						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
村山市立葉山中学校		〒995-0204 山形県村山市大字稲下1757	0237-52-4066						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
村山市立富並小学校		〒995-0208 山形県村山市大字富並2169	0237-57-2254						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
新庄市立日新小学校		〒996-0033 山形県新庄市下金沢町16-4	0233-22-3550						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
新庄市立日新中学校		〒996-0051 山形県新庄市大字松本136	0233-22-1520						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
新庄市立新庄小学校		〒996-0076 山形県新庄市城西町6-24	0233-22-4067						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
新庄市立新庄中学校		〒996-0085 山形県新庄市堀端町5-81	0233-22-1555						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
新庄市立明倫中学校		〒996-0091 山形県新庄市十日町2675	0233-22-6061						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
新庄市立沼田小学校		〒996-0091 山形県新庄市十日町2701-2	0233-22-3559						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
新庄市立北辰小学校		〒996-0091 山形県新庄市十日町812	0233-22-3529						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
新庄市立八向中学校		〒996-0111 山形県新庄市大字升形1647-15	0233-26-2526						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
新庄市立升形小学校		〒996-0111 山形県新庄市大字升形800-9	0233-29-2506						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
新庄市立本合海小学校		〒996-0112 山形県新庄市本合海128	0233-26-2501						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大蔵村立大蔵小学校		〒996-0212 山形県最上郡大蔵村清水2688	0233-75-2210						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
大蔵村立大蔵中学校		〒996-0212 山形県最上郡大蔵村清水2722	0233-75-2216						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
鶴岡市立栄小学校		〒997-0002 山形県鶴岡市播磨字若松51-1	0235-29-2202						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立鶴岡第二中学校		〒997-0011 山形県鶴岡市宝田2-8-34	0235-22-8322						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
鶴岡市立朝暘第五小学校		〒997-0022 山形県鶴岡市切添町15-4	0235-22-0514						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立朝暘第三小学校		〒997-0042 山形県鶴岡市新形町17-24	0235-22-0318						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立京田小学校		〒997-0054 山形県鶴岡市高田字下村104	0235-22-0763						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立羽黒第二小学校		〒997-0141 山形県鶴岡市羽黒町荒川字花沢4	0235-62-2148						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立羽黒中学校		〒997-0141 山形県鶴岡市羽黒町荒川字宮東28-1	0235-62-2100						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
鶴岡市立羽黒第四小学校		〒997-0142 山形県鶴岡市羽黒町上野新田字弐反割1-2	0235-62-4320						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立羽黒第三小学校		〒997-0157 山形県鶴岡市羽黒町後田字下田元9	0235-62-2165						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立羽黒第一小学校		〒997-0211 山形県鶴岡市羽黒町手向字手向179-1	0235-62-2678						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立櫛引東小学校		〒997-0311 山形県鶴岡市黒川字小在家90	0235-57-2105						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立櫛引南小学校		〒997-0344 山形県鶴岡市東荒屋字竹の内212	0235-57-2107						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立櫛引西小学校		〒997-0346 山形県鶴岡市上山添字文栄1	0235-57-2106						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立櫛引中学校		〒997-0346 山形県鶴岡市上山添字文栄86	0235-57-2103						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
鶴岡市立黄金小学校		〒997-0368 山形県鶴岡市青龍寺字北内48	0235-22-5742						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立朝日小学校		〒997-0404 山形県鶴岡市下名川字落合2	0235-53-2028						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立朝日中学校		〒997-0412 山形県鶴岡市本郷字笹目50	0235-53-2092						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
鶴岡市立大網小学校		〒997-0531 山形県鶴岡市大網字興屋38-6	0235-54-6306						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立朝日大泉小学校		〒997-0623 山形県鶴岡市上田沢字中明64	0235-55-2531						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立湯田川小学校		〒997-0752 山形県鶴岡市湯田川字万年入149	0235-35-2393						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立田川小学校		〒997-0753 山形県鶴岡市田川字高田9	0235-35-2392						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立朝暘第二小学校		〒997-0801 山形県鶴岡市東原町25-1	0235-22-7755						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立斎小学校		〒997-0805 山形県鶴岡市我老林字野中川原51	0235-22-1566						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立鶴岡第三中学校		〒997-0814 山形県鶴岡市城南町25-1	0235-22-2793						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
鶴岡市立朝暘第一小学校		〒997-0816 山形県鶴岡市文園町2-1	0235-22-0441						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立鶴岡第四中学校		〒997-0825 山形県鶴岡市小真木原町3-1	0235-24-7330						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
鶴岡市立朝暘第四小学校		〒997-0827 山形県鶴岡市陽光町9-20	0235-22-8343						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立鶴岡第一中学校		〒997-0837 山形県鶴岡市道田町1-82	0235-22-0530						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
鶴岡市立朝暘第六小学校		〒997-0838 山形県鶴岡市淀川町9-70	0235-24-2290						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立大泉小学校		〒997-0841 山形県鶴岡市白山字西野148	0235-22-0794						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立西郷小学校		〒997-1117 山形県鶴岡市下川字樋渡100	0235-76-2307						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立鶴岡第五中学校		〒997-1121 山形県鶴岡市大山字若柳271	0235-33-2222						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
鶴岡市立大山小学校		〒997-1124 山形県鶴岡市大山2-20-1	0235-33-2570						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立湯野浜小学校		〒997-1201 山形県鶴岡市湯野浜1-16-38	0235-75-2110						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
鶴岡市立加茂小学校		〒997-1204 山形県鶴岡市加茂字弁慶沢200	0235-33-3016						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
三川町立三川中学校		〒997-1301 山形県東田川郡三川町大字横山字堤105	0235-66-3117						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
三川町立横山小学校		〒997-1301 山形県東田川郡三川町大字横山大正140	0235-66-2214						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
三川町立東郷小学校		〒997-1315 山形県東田川郡三川町大字神花字六瀬297-1	0235-66-4111						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
三川町立押切小学校		〒997-1321 山形県東田川郡三川町大字押切新田字高前1	0235-66-2421						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立西荒瀬小学校		〒998-0005 山形県酒田市宮海字新林660	0234-34-2004						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立第六中学校		〒998-0012 山形県酒田市下安町13-1	0234-22-0666						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
酒田市立泉小学校		〒998-0013 山形県酒田市東泉町4-4-1	0234-26-3206						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立琢成小学校		〒998-0026 山形県酒田市栄町10-8	0234-22-9731						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立第一中学校		〒998-0029 山形県酒田市住吉町10-70	0234-33-1122						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
酒田市立松陵小学校		〒998-0029 山形県酒田市住吉町9-36	0234-33-0627						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立浜田小学校		〒998-0031 山形県酒田市浜田1-5-46	0234-22-9535						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立宮野浦小学校		〒998-0054 山形県酒田市宮野浦1-11-1	0234-31-2287						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立第四中学校		〒998-0103 山形県酒田市錦町1-32-1	0234-31-0911						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
酒田市立黒森小学校		〒998-0111 山形県酒田市黒森字一の木450	0234-92-2019						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立浜中小学校		〒998-0112 山形県酒田市浜中字上村370-2	0234-92-2011						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立広野小学校		〒998-0125 山形県酒田市広野字中通53	0234-92-3003						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立飛島小学校		〒998-0281 山形県酒田市飛島字中村甲283	0234-96-3009						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立飛島中学校		〒998-0281 山形県酒田市飛島字中村甲283	0234-96-3009						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
酒田市立東平田小学校		〒998-0802 山形県酒田市生石字奥山155	0234-94-2233						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立中平田小学校		〒998-0817 山形県酒田市熊手島字下福島1-1	0234-22-3006						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立港南小学校		〒998-0836 山形県酒田市入船町3-5	0234-22-1005						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]			
酒田市立第三中学校		〒998-0841 山形県酒田市松原南13-1	0234-22-1029						[[Category:山形県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]			
