|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=					
川口市立芝小学校	かわぐちしりつしばしょうがっこう	〒333-0866 埼玉県川口市芝5218	048-265-3370	048-265-4661	http://www.sch.kawaguchi.saitama.jp/shiba-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立芝樋ノ爪小学校	かわぐちしりつしばひのつめしょうがっこう	〒333-0852 埼玉県川口市芝樋ノ爪2-10-48	048-266-5265	048-266-6049	http://www.sch.kawaguchi.saitama.jp/shibahinotume-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立芝富士小学校	かわぐちしりつしばふじしょうがっこう	〒333-0854 埼玉県川口市芝富士2-17-1	048-265-3374	048-265-2450	http://www.sch.kawaguchi.saitama.jp/shibahuji-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立芝南小学校	かわぐちしりつしばみなみしょうがっこう	〒333-0866 埼玉県川口市芝3-17-1	048-265-3373	048-265-9125	http://www.sch.kawaguchi.saitama.jp/shibaminami-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立芝西小学校	かわぐちしりつしばにししょうがっこう	〒333-0855 埼玉県川口市芝西2-20-3	048-265-3371	048-265-3401	http://www.sch.kawaguchi.saitama.jp/shibanishi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立新郷小学校	かわぐちしりつしんごうしょうがっこう	〒334-0063 埼玉県川口市東本郷1313	048-281-2248	048-281-2724	http://www.sch.kawaguchi.saitama.jp/shingo-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立新郷東小学校	かわぐちしりつしんごうひがししょうがっこう	〒334-0056 埼玉県川口市峯361	048-295-1007	048-295-1152	http://www.sch.kawaguchi.saitama.jp/shingohigashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立十二月田小学校	かわぐちしりつしわすだしょうがっこう	〒332-0001 埼玉県川口市朝日1-11-1	048-222-4383	048-222-9388	http://www.sch.kawaguchi.saitama.jp/shiwasuda-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立芝東小学校	かわぐちしりつしばひがししょうがっこう	〒333-0865 埼玉県川口市伊刈200	048-266-5260	048-266-9275	http://www.sch.kawaguchi.saitama.jp/sibahigashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立新郷南小学校	かわぐちしりつしんごうみなみしょうがっこう	〒334-0074 埼玉県川口市江戸3-12-1	048-281-5777	048-281-5442	http://www.sch.kawaguchi.saitama.jp/singominami-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立戸塚綾瀬小学校	かわぐちしりつとづかあやせしょうがっこう	〒333-0803 埼玉県川口市藤兵衛新田239-1	048-294-7720	048-294-7721	http://www.sch.kawaguchi.saitama.jp/tozukaayase-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立戸塚小学校	かわぐちしりつとづかしょうがっこう	〒333-0811 埼玉県川口市戸塚3-13-55	048-295-1810	048-295-1931	http://www.sch.kawaguchi.saitama.jp/tozuka-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立戸塚東小学校	かわぐちしりつとづかひがししょうがっこう	〒333-0802 埼玉県川口市戸塚東2-18-20	048-295-7887	048-295-7896	http://www.sch.kawaguchi.saitama.jp/tozukahigashi-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立戸塚北小学校	かわぐちしりつとづかきたしょうがっこう	〒333-0801 埼玉県川口市東川口3-12-1	048-294-5115	048-294-5125	http://www.sch.kawaguchi.saitama.jp/tozukakita-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立戸塚南小学校	かわぐちしりつとづかみなみしょうがっこう	〒333-0811 埼玉県川口市戸塚4563-1	048-290-6132	048-290-6133	http://www.sch.kawaguchi.saitama.jp/tozukaminami-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立辻小学校	かわぐちしりつつじしょうがっこう	〒334-0013 埼玉県川口市南鳩ヶ谷7-22-1	048-281-0171	048-282-7352	http://www.sch.kawaguchi.saitama.jp/tsuji-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立柳崎小学校	かわぐちしりつやなぎさきしょうがっこう	〒333-0861 埼玉県川口市柳崎4-4-1	048-265-3376	048-265-9949	http://www.sch.kawaguchi.saitama.jp/yanagisaki-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
川口市立在家小学校	かわぐちしりつざいけしょうがっこう	〒333-0836 埼玉県川口市安行領在家323	048-295-7955	048-295-7966	http://www.sch.kawaguchi.saitama.jp/zaike-e/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
白岡町立白岡東小学校	しらおかちょうりつしらおかひがししょうがっこう	〒349-0212 埼玉県南埼玉郡白岡町新白岡2-28-1	0480-92-5521	0480-92-3006	http://www.sch.town.shiraoka.saitama.jp/higashie/top_higashie.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
白岡町立南小学校	しらおかちょうりつみなみしょうがっこう	〒349-0217 埼玉県南埼玉郡白岡町小久喜524-1	0480-92-5642	0480-92-5646	http://www.sch.town.shiraoka.saitama.jp/minamie/top_minamie.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
白岡町立西小学校	しらおかちょうりつにししょうがっこう	〒349-0205 埼玉県南埼玉郡白岡町西6-3	0480-92-1405	0480-92-4496	http://www.sch.town.shiraoka.saitama.jp/nishie/top_nishie.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
白岡町立菁莪小学校	しらおかちょうりつせいがしょうがっこう	〒349-0221 埼玉県南埼玉郡白岡町上野田101	0480-92-1702	0480-92-1721	http://www.sch.town.shiraoka.saitama.jp/seigae/top_seigae.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
白岡町立篠津小学校	しらおかちょうりつしのづしょうがっこう	〒349-0204 埼玉県南埼玉郡白岡町篠津2644	0480-92-1503	0480-92-1538	http://www.sch.town.shiraoka.saitama.jp/shinozue/top_shinozue.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
志木市立志木第二小学校	しきしりつしきだいにしょうがっこう	〒353-0006 埼玉県志木市館1-2-1	048-472-0540	048-473-4792	http://www.shiki2syo.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
志木市立志木第三小学校	しきしりつしきだいさんしょうがっこう	〒353-0007 埼玉県志木市柏町3-2-1	048-471-1062	048-473-4823	http://www.shiki3syo.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
志木市立志木第四小学校	しきしりつしきだいよんしょうがっこう	〒353-0006 埼玉県志木市館1-4-1	048-474-7911	048-473-4837	http://www.shiki4syo.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立正善小学校	かすかべしりつしょうぜんしょうがっこう	〒344-0032 埼玉県春日部市備後東6-2-1	048-736-3741	048-734-9427	http://www.shozen.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立青柳小学校	そうかしりつあおやぎしょうがっこう	〒340-0002 埼玉県草加市青柳3-17-1	048-931-0899	048-931-0894	http://www.soka-stm.ed.jp/aoyagi-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立花栗南小学校	そうかしりつはなぐりみなみしょうがっこう	〒340-0044 埼玉県草加市花栗4-3-1	048-941-2854	048-941-2835	http://www.soka-stm.ed.jp/hanaminami-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立氷川小学校	そうかしりつひかわしょうがっこう	〒340-0034 埼玉県草加市氷川町448	048-928-6771	048-928-6772	http://www.soka-stm.ed.jp/hikawa-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立稲荷小学校	そうかしりついなりしょうがっこう	〒340-0003 埼玉県草加市稲荷5-11-1	048-936-5855	048-936-5856	http://www.soka-stm.ed.jp/inari-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立川柳小学校	そうかしりつかわやなぎしょうがっこう	〒340-0002 埼玉県草加市青柳7-27-10	048-931-5025	048-931-5024	http://www.soka-stm.ed.jp/kawayanagi-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立小山小学校	そうかしりつこやましょうがっこう	〒340-0045 埼玉県草加市小山2-8-1	048-941-1701	048-941-1702	http://www.soka-stm.ed.jp/koyama-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立松原小学校	そうかしりつまつばらしょうがっこう	〒340-0041 埼玉県草加市松原4-6-1	048-941-3214	048-941-3996	http://www.soka-stm.ed.jp/matsubara-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立西町小学校	そうかしりつにしちょうしょうがっこう	〒340-0035 埼玉県草加市西町270	048-924-7245	048-924-7246	http://www.soka-stm.ed.jp/nishicyo-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立新里小学校	そうかしりつにっさとしょうがっこう	〒340-0031 埼玉県草加市新里町759	048-924-7248	048-924-7249	http://www.soka-stm.ed.jp/nissato-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立両新田小学校	そうかしりつりょうしんでんしょうがっこう	〒340-0027 埼玉県草加市両新田西町55	048-927-8411	048-927-8412	http://www.soka-stm.ed.jp/ryoshinden-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立栄小学校	そうかしりつさかえしょうがっこう	〒340-0041 埼玉県草加市松原1-3-2	048-941-2164	048-941-2124	http://www.soka-stm.ed.jp/sakae-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立清門小学校	そうかしりつせいもんしょうがっこう	〒340-0055 埼玉県草加市清門町552	048-941-6755	048-941-6756	http://www.soka-stm.ed.jp/seimon-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立瀬崎小学校	そうかしりつせざきしょうがっこう	〒340-0022 埼玉県草加市瀬崎町241	048-924-9656	048-924-9657	http://www.soka-stm.ed.jp/sezaki-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立新田小学校	そうかしりつしんでんしょうがっこう	〒340-0053 埼玉県草加市旭町6-12-11	048-941-3087	048-941-3172	http://www.soka-stm.ed.jp/shinden-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立新栄小学校	そうかしりつしんえいしょうがっこう	〒340-0056 埼玉県草加市新栄町959	048-941-2189	048-941-2188	http://www.soka-stm.ed.jp/shinei-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立草加小学校	そうかしりつそうかしょうがっこう	〒340-0014 埼玉県草加市住吉1-11-64	048-927-3568	048-927-3569	http://www.soka-stm.ed.jp/soka-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立高砂小学校	そうかしりつたかさごしょうがっこう	〒340-0016 埼玉県草加市中央1-2-5	048-924-3425	048-924-3426	http://www.soka-stm.ed.jp/takasago-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立長栄小学校	そうかしりつちょうえいしょうがっこう	〒340-0051 埼玉県草加市長栄町762	048-942-9874	048-942-9875	http://www.soka-stm.ed.jp/tyoei-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立八幡北小学校	そうかしりつやはたきたしょうがっこう	〒340-0006 埼玉県草加市八幡町1148	048-936-0773	048-936-0774	http://www.soka-stm.ed.jp/yahatakita-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立八幡小学校	そうかしりつやはたしょうがっこう	〒340-0006 埼玉県草加市八幡町65	048-936-6293	048-936-6294	http://www.soka-stm.ed.jp/yahata-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
草加市立谷塚小学校	そうかしりつやつかしょうがっこう	〒340-0025 埼玉県草加市谷塚仲町440	048-925-2422	048-925-7105	http://www.soka-stm.ed.jp/yatuka-syo/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立武里小学校	かすかべしりつたけさとしょうがっこう	〒344-0033 埼玉県春日部市備後西5-5-2	048-735-3026	048-734-9402	http://www.takesato.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立武里南小学校	かすかべしりつたけさとみなみしょうがっこう	〒344-0023 埼玉県春日部市大枝89-2-1	048-733-6911	048-733-6913	http://www.takesatominami.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立武里西小学校	かすかべしりつたけさとにししょうがっこう	〒344-0021 埼玉県春日部市大場822-1	048-733-7701	048-733-7703	http://www.takesatonishi.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
ときがわ町立玉川小学校	ときがわちょうりつたまがわしょうがっこう	〒355-0342 埼玉県比企郡ときがわ町玉川2666	0493-65-1529	0493-65-4853	http://www.tamagawa-sho.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
熊谷市立玉井小学校	くまがやしりつたまいしょうがっこう	〒360-0855 埼玉県熊谷市高柳116-1	048-532-3986	048-530-1248	http://www.tamai-e.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
春日部市立立野小学校	かすかべしりつたてのしょうがっこう	〒344-0048 埼玉県春日部市南中曽根1074	048-736-0001	048-734-9400	http://www.tateno.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立芦原小学校	とだしりつあしはらしょうがっこう	〒335-0021 埼玉県戸田市新曽1961	048-420-2226	048-420-2767	http://www.toda-c.ed.jp/asihara-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立美女木小学校	とだしりつびじょぎしょうがっこう	〒335-0031 埼玉県戸田市美女木2-33-1	048-421-1037	048-422-6098	http://www.toda-c.ed.jp/bijyogi-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立喜沢小学校	とだしりつきざわしょうがっこう	〒335-0013 埼玉県戸田市喜沢1-48-6	048-442-6383	048-443-9903	http://www.toda-c.ed.jp/kizawa-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立美谷本小学校	とだしりつみやもとしょうがっこう	〒335-0031 埼玉県戸田市美女木7-11-3	048-421-3010	048-422-6099	http://www.toda-c.ed.jp/miyamoto-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立新曽小学校	とだしりつにいぞしょうがっこう	〒335-0026 埼玉県戸田市新曽南2-13-8	048-442-2774	048-443-9796	http://www.toda-c.ed.jp/niizo-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立新曽北小学校	とだしりつにいぞきたしょうがっこう	〒335-0021 埼玉県戸田市新曽1367	048-442-3849	048-443-9965	http://www.toda-c.ed.jp/niizokita-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立笹目小学校	とだしりつささめしょうがっこう	〒335-0034 埼玉県戸田市笹目6-9-1	048-421-3524	048-422-6097	http://www.toda-c.ed.jp/sasame-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立笹目東小学校	とだしりつささめひがししょうがっこう	〒335-0034 埼玉県戸田市笹目3-17-12	048-421-6674	048-422-6095	http://www.toda-c.ed.jp/sasamehigasi-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立戸田第一小学校	とだしりつとだだいいちしょうがっこう	〒335-0022 埼玉県戸田市上戸田3-7-5	048-442-2268	048-443-9672	http://www.toda-c.ed.jp/toda1-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立戸田第二小学校	とだしりつとだだいにしょうがっこう	〒335-0014 埼玉県戸田市喜沢南2-2-37	048-442-2675	048-443-9750	http://www.toda-c.ed.jp/toda2-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立戸田東小学校	とだしりつとだひがししょうがっこう	〒335-0011 埼玉県戸田市下戸田1-3-3	048-442-3911	048-443-9819	http://www.toda-c.ed.jp/todahigasi-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
戸田市立戸田南小学校	とだしりつとだみなみしょうがっこう	〒335-0023 埼玉県戸田市本町4-8-2	048-442-6384	048-443-9870	http://www.toda-c.ed.jp/todaminami-e/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立荒幡小学校	ところざわしりつあらはたしょうがっこう	〒359-1133 埼玉県所沢市荒幡615	04-2924-5002	04-2924-5003	http://www.tokorozawa-stm.ed.jp/arahata-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立林小学校	ところざわしりつはやししょうがっこう	〒359-1162 埼玉県所沢市和ヶ原3-95-8	04-2948-9741	04-2948-0155	http://www.tokorozawa-stm.ed.jp/hayasi-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立東所沢小学校	ところざわしりつひがしところざわしょうがっこう	〒359-0021 埼玉県所沢市東所沢2-26-1	04-2945-5431	04-2945-5430	http://www.tokorozawa-stm.ed.jp/higasitoko-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立泉小学校	ところざわしりついずみしょうがっこう	〒359-1145 埼玉県所沢市山口657	04-2924-7653	04-2924-7656	http://www.tokorozawa-stm.ed.jp/izumi-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立上新井小学校	ところざわしりつかみあらいしょうがっこう	〒359-1142 埼玉県所沢市上新井5-36-7	04-2923-3397	04-2923-3387	http://www.tokorozawa-stm.ed.jp/kamiarai-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立北秋津小学校	ところざわしりつきたあきつしょうがっこう	〒359-0038 埼玉県所沢市北秋津623	04-2993-2393	04-2993-2394	http://www.tokorozawa-stm.ed.jp/kitaakitu-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立北小学校	ところざわしりつきたしょうがっこう	〒359-1111 埼玉県所沢市緑町1-10-33	04-2922-3404	04-2922-3749	http://www.tokorozawa-stm.ed.jp/kita-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立北中小学校	ところざわしりつきたなかしょうがっこう	〒359-1101 埼玉県所沢市北中1-250	04-2923-5804	04-2923-5805	http://www.tokorozawa-stm.ed.jp/kitanaka-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立北野小学校	ところざわしりつきたのしょうがっこう	〒359-1152 埼玉県所沢市北野2-4-1	04-2948-6012	04-2948-6042	http://www.tokorozawa-stm.ed.jp/kitano-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立小手指小学校	ところざわしりつこてさししょうがっこう	〒359-1147 埼玉県所沢市小手指元町2-29-2	04-2948-2215	04-2948-1274	http://www.tokorozawa-stm.ed.jp/kotesasi-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立松井小学校	ところざわしりつまついしょうがっこう	〒359-0025 埼玉県所沢市上安松895	04-2992-2782	04-2992-2771	http://www.tokorozawa-stm.ed.jp/matui-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立明峰小学校	ところざわしりつめいほうしょうがっこう	〒359-1114 埼玉県所沢市北有楽町26-20	04-2922-7591	04-2922-7238	http://www.tokorozawa-stm.ed.jp/meihou-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立美原小学校	ところざわしりつみはらしょうがっこう	〒359-0042 埼玉県所沢市並木5-1	04-2995-5123	04-2995-5124	http://www.tokorozawa-stm.ed.jp/mihara-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立三ヶ島小学校	ところざわしりつみかじましょうがっこう	〒359-1164 埼玉県所沢市三ヶ島5-791-4	04-2948-2729	04-2948-2808	http://www.tokorozawa-stm.ed.jp/mikajima-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立南小学校	ところざわしりつみなみしょうがっこう	〒359-1125 埼玉県所沢市南住吉18-29	04-2922-3039	04-2922-3224	http://www.tokorozawa-stm.ed.jp/minami-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立宮前小学校	ところざわしりつみやまえしょうがっこう	〒359-1106 埼玉県所沢市東狭山ヶ丘6-2777-1	04-2926-8667	04-2924-8204	http://www.tokorozawa-stm.ed.jp/miyamae-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立中富小学校	ところざわしりつなかとみしょうがっこう	〒359-0002 埼玉県所沢市中富1004-1	04-2942-0008	04-2942-0092	http://www.tokorozawa-stm.ed.jp/nakatomi-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立並木小学校	ところざわしりつなみきしょうがっこう	〒359-0042 埼玉県所沢市並木6-2	04-2995-2983	04-2995-2967	http://www.tokorozawa-stm.ed.jp/namiki-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立西富小学校	ところざわしりつにしとみしょうがっこう	〒359-1102 埼玉県所沢市岩岡町676-1	04-2922-3316	04-2922-7213	http://www.tokorozawa-stm.ed.jp/nisitomi-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立清進小学校	ところざわしりつせいしんしょうがっこう	〒359-1118 埼玉県所沢市けやき台1-38-1	04-2924-0637	04-2924-0721	http://www.tokorozawa-stm.ed.jp/seisin-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立伸栄小学校	ところざわしりつしんえいしょうがっこう	〒359-0041 埼玉県所沢市中新井1-93-1	04-2942-7202	04-2942-5118	http://www.tokorozawa-stm.ed.jp/sin'ei-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立所沢小学校	ところざわしりつところざわしょうがっこう	〒359-1121 埼玉県所沢市元町7-37	04-2922-0281	04-2922-0282	http://www.tokorozawa-stm.ed.jp/tokorozawa-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立富岡小学校	ところざわしりつとみおかしょうがっこう	〒359-0001 埼玉県所沢市下富647-5	04-2942-0304	04-2942-7145	http://www.tokorozawa-stm.ed.jp/tomioka-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立椿峰小学校	ところざわしりつつばきみねしょうがっこう	〒359-1146 埼玉県所沢市小手指南5-20-1	04-2948-6601	04-2948-6602	http://www.tokorozawa-stm.ed.jp/tubakimine-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立中央小学校	ところざわしりつちゅうおうしょうがっこう	〒359-0042 埼玉県所沢市並木8-4	04-2995-5631	04-2995-5689	http://www.tokorozawa-stm.ed.jp/tyuuou-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立牛沼小学校	ところざわしりつうしぬましょうがっこう	〒359-0026 埼玉県所沢市牛沼21	04-2995-3151	04-2995-3152	http://www.tokorozawa-stm.ed.jp/usinuma-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立和田小学校	ところざわしりつわだしょうがっこう	〒359-0023 埼玉県所沢市東所沢和田1-39	04-2945-6605	04-2945-6412	http://www.tokorozawa-stm.ed.jp/wada-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立若松小学校	ところざわしりつわかまつしょうがっこう	〒359-0031 埼玉県所沢市下新井1231-2	04-2992-3322	04-2992-3347	http://www.tokorozawa-stm.ed.jp/wakamatu-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
所沢市立若狭小学校	ところざわしりつわかさしょうがっこう	〒359-1151 埼玉県所沢市若狭1-2946	04-2948-3148	04-2948-3159	http://www.tokorozawa-stm.ed.jp/wakasa-eh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:小学校]]	
