|名称=	|よみ=	|所在地=	|電話番号=	|FAX=	|URL=	|備考=				
狭山市立入間川中学校	さやましりついるまがわちゅうがっこう	〒350-1323 埼玉県狭山市鵜ノ木6-46	04-2953-3683	04-2953-3686	http://www.sayama-stm.ed.jp/h_irumagawa/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
狭山市立入間野中学校	さやましりついるまのちゅうがっこう	〒350-1315 埼玉県狭山市北入曽1028-1	04-2959-9311	04-2959-9528	http://www.sayama-stm.ed.jp/h_irumano/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
狭山市立柏原中学校	さやましりつかしわばらちゅうがっこう	〒350-1335 埼玉県狭山市柏原2520-11	04-2954-5073	04-2954-5074	http://www.sayama-stm.ed.jp/h_kasi/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
狭山市立西中学校	さやましりつにしちゅうがっこう	〒350-1320 埼玉県狭山市広瀬東3-23-1	04-2953-7617	04-2953-7619	http://www.sayama-stm.ed.jp/h_nisi/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
狭山市立山王中学校	さやましりつさんのうちゅうがっこう	〒350-1316 埼玉県狭山市南入曽157	04-2957-4891	04-2957-4892	http://www.sayama-stm.ed.jp/h_sannou/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
狭山市立狭山台中学校	さやましりつさやまだいちゅうがっこう	〒350-1304 埼玉県狭山市狭山台4-26	04-2958-6791	04-2958-6783	http://www.sayama-stm.ed.jp/h_sayamadai/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
狭山市立中央中学校	さやましりつちゅうおうちゅうがっこう	〒350-1305 埼玉県狭山市入間川1752-1	04-2959-2277	04-2959-2263	http://www.sayama-stm.ed.jp/h_tyuou/index/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立安行東中学校	かわぐちしりつあんぎょうひがしちゅうがっこう	〒334-0059 埼玉県川口市安行34	048-294-2789	048-294-2796	http://www.sch.kawaguchi.saitama.jp/angyohigashi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立安行中学校	かわぐちしりつあんぎょうちゅうがっこう	〒334-0057 埼玉県川口市安行原2221	048-295-1805	048-295-5977	http://www.sch.kawaguchi.saitama.jp/angyo-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立青木中学校	かわぐちしりつあおきちゅうがっこう	〒332-0031 埼玉県川口市青木5-1-1	048-253-1371	048-251-6793	http://www.sch.kawaguchi.saitama.jp/aoki-j/ 		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立八幡木中学校	かわぐちしりつはちまんぎちゅうがっこう	〒334-0012 埼玉県川口市八幡木1-26-1	048-283-4006	048-282-6633	http://www.sch.kawaguchi.saitama.jp/hachimangi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立榛松中学校	かわぐちしりつはいまつちゅうがっこう	〒334-0062 埼玉県川口市榛松2-10-1	048-284-2414	048-284-2419	http://www.sch.kawaguchi.saitama.jp/haimatu-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立鳩ヶ谷中学校	かわぐちしりつはとがやちゅうがっこう	〒334-0002 埼玉県川口市鳩ヶ谷本町4-8-5	048-281-1010	048-282-6631	http://www.sch.kawaguchi.saitama.jp/hatogaya-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立東中学校	かわぐちしりつひがしちゅうがっこう	〒334-0063 埼玉県川口市東本郷2-20-47	048-281-4065	048-281-4074	http://www.sch.kawaguchi.saitama.jp/higashi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立神根中学校	かわぐちしりつかみねちゅうがっこう	〒333-0823 埼玉県川口市石神1515-1	048-296-7025	048-296-7134	http://www.sch.kawaguchi.saitama.jp/kamine-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立岸川中学校	かわぐちしりつきしかわちゅうがっこう	〒333-0834 埼玉県川口市安行領根岸374-1	048-268-4506	048-268-4761	http://www.sch.kawaguchi.saitama.jp/kishikawa-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立北中学校	かわぐちしりつきたちゅうがっこう	〒333-0835 埼玉県川口市道合364-2	048-295-1008	048-295-6808	http://www.sch.kawaguchi.saitama.jp/kita-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立小谷場中学校	かわぐちしりつこやばちゅうがっこう	〒333-0857 埼玉県川口市小谷場1156	048-267-1055	048-267-1069	http://www.sch.kawaguchi.saitama.jp/koyaba-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立南中学校	かわぐちしりつみなみちゅうがっこう	〒332-0013 埼玉県川口市舟戸町2-3	048-222-3540	048-222-1831	http://www.sch.kawaguchi.saitama.jp/minami-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立元郷中学校	かわぐちしりつもとごうちゅうがっこう	〒332-0003 埼玉県川口市東領家1-8-3	048-222-4143	048-225-3222	http://www.sch.kawaguchi.saitama.jp/motogo-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立仲町中学校	かわぐちしりつなかちょうちゅうがっこう	〒332-0021 埼玉県川口市西川口2-16-1	048-252-6140	048-251-6795	http://www.sch.kawaguchi.saitama.jp/nakacho-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立西中学校	かわぐちしりつにしちゅうがっこう	〒332-0028 埼玉県川口市宮町16-1	048-253-1231	048-251-6792	http://www.sch.kawaguchi.saitama.jp/nishi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立領家中学校	かわぐちしりつりょうけちゅうがっこう	〒332-0004 埼玉県川口市領家2-11-15	048-225-2640	048-225-2694	http://www.sch.kawaguchi.saitama.jp/ryoke-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立幸並中学校	かわぐちしりつさちなみちゅうがっこう	〒332-0035 埼玉県川口市西青木2-3-53	048-251-5601	048-251-6794	http://www.sch.kawaguchi.saitama.jp/sachinami-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立里中学校	かわぐちしりつさとちゅうがっこう	〒334-0005 埼玉県川口市里621	048-282-5708	048-282-6632	http://www.sch.kawaguchi.saitama.jp/sato-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立芝東中学校	かわぐちしりつしばひがしちゅうがっこう	〒333-0867 埼玉県川口市芝東町3-1	048-265-3317	048-268-4746	http://www.sch.kawaguchi.saitama.jp/shibahigashi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立芝中学校	かわぐちしりつしばちゅうがっこう	〒333-0866 埼玉県川口市芝6330	048-265-3377	048-268-4726	http://www.sch.kawaguchi.saitama.jp/shiba-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立芝西中学校	かわぐちしりつしばにしちゅうがっこう	〒333-0856 埼玉県川口市芝塚原1-11-13	048-266-5530	048-266-5136	http://www.sch.kawaguchi.saitama.jp/shibanishi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立芝園中学校	かわぐちしりつしばぞのちゅうがっこう	〒333-0853 埼玉県川口市芝園町3-8	048-265-0843	048-265-1905	http://www.sch.kawaguchi.saitama.jp/shibazono-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立十二月田中学校	かわぐちしりつしわすだちゅうがっこう	〒332-0001 埼玉県川口市朝日1-11-3	048-222-5444	048-222-2087	http://www.sch.kawaguchi.saitama.jp/shiwasuda-j 		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立戸塚中学校	かわぐちしりつとづかちゅうがっこう	〒333-0805 埼玉県川口市戸塚鋏町3-1	048-295-0776	048-294-0436	http://www.sch.kawaguchi.saitama.jp/tozuka-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立戸塚西中学校	かわぐちしりつとづかにしちゅうがっこう	〒333-0813 埼玉県川口市西立野1000	048-298-0088	048-298-0093	http://www.sch.kawaguchi.saitama.jp/tozukanishi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
川口市立在家中学校	かわぐちしりつざいけちゅうがっこう	〒333-0836 埼玉県川口市安行領在家272	048-295-4102	048-295-5661	http://www.sch.kawaguchi.saitama.jp/zaike-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
白岡町立南中学校	しらおかちょうりつみなみちゅうがっこう	〒349-0215 埼玉県南埼玉郡白岡町千駄野356	0480-92-1621	0480-92-1601	http://www.sch.town.shiraoka.saitama.jp/minamij/top_minamij.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
白岡町立菁莪中学校	しらおかちょうりつせいがちゅうがっこう	〒349-0223 埼玉県南埼玉郡白岡町下野田927	0480-92-1706	0480-92-4438	http://www.sch.town.shiraoka.saitama.jp/seigaj/top_seigaj.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
白岡町立篠津中学校	しらおかちょうりつしのづちゅうがっこう	〒349-0204 埼玉県南埼玉郡白岡町篠津2617	0480-92-1508	0480-92-1551	http://www.sch.town.shiraoka.saitama.jp/shinozuj/top_shinozuj.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
志木市立志木第二中学校	しきしりつしきだいにちゅうがっこう	〒353-0006 埼玉県志木市館1-3-1	048-473-2379	048-474-6617	http://www.shiki2chu.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
志木市立志木中学校	しきしりつしきちゅうがっこう	〒353-0007 埼玉県志木市柏町3-2-2	048-471-0143	048-474-6592	http://www.shikichu.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立青柳中学校	そうかしりつあおやぎちゅうがっこう	〒340-0002 埼玉県草加市青柳8-58-10	048-936-4001	048-936-4002	http://www.soka-stm.ed.jp/aoyagi-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立花栗中学校	そうかしりつはなぐりちゅうがっこう	〒340-0044 埼玉県草加市花栗4-15-12	048-941-5833	048-941-5835	http://www.soka-stm.ed.jp/hanaguri-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立川柳中学校	そうかしりつかわやぎちゅうがっこう	〒340-0002 埼玉県草加市青柳7-35-1	048-931-5827	048-931-5828	http://www.soka-stm.ed.jp/kawayagi-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立松江中学校	そうかしりつまつえちゅうがっこう	〒340-0013 埼玉県草加市松江3-14-33	048-936-9903	048-936-9904	http://www.soka-stm.ed.jp/matsue-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立両新田中学校	そうかしりつりょうしんでんちゅうがっこう	〒340-0027 埼玉県草加市両新田西町368-1	048-924-5051	048-924-5052	http://www.soka-stm.ed.jp/ryoshinden-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立栄中学校	そうかしりつさかえちゅうがっこう	〒340-0041 埼玉県草加市松原3-3-1	048-941-2587	048-941-2589	http://www.soka-stm.ed.jp/sakae-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立瀬崎中学校	そうかしりつせざきちゅうがっこう	〒340-0022 埼玉県草加市瀬崎町925-2	048-927-6297	048-927-6298	http://www.soka-stm.ed.jp/sezaki-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立新田中学校	そうかしりつしんでんちゅうがっこう	〒340-0051 埼玉県草加市長栄町767	048-942-9872	048-942-9873	http://www.soka-stm.ed.jp/shinden-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立新栄中学校	そうかしりつしんえいちゅうがっこう	〒340-0056 埼玉県草加市新栄町206	048-941-5034	048-941-5035	http://www.soka-stm.ed.jp/shinei-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立草加中学校	そうかしりつそうかちゅうがっこう	〒340-0034 埼玉県草加市氷川町2179-4	048-925-5201	048-925-5202	http://www.soka-stm.ed.jp/soka-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
草加市立谷塚中学校	そうかしりつやつかちゅうがっこう	〒340-0024 埼玉県草加市谷塚上町62	048-925-2421	048-925-3456	http://www.soka-stm.ed.jp/yatsuka-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立武里中学校	かすかべしりつたけさと	〒344-0034 埼玉県春日部市薄谷3	048-735-3034	048-734-9418	http://www.takesatochu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
ときがわ町立玉川中学校	ときがわちょうりつたまがわちゅうがっこう	〒355-0342 埼玉県比企郡ときがわ町玉川1385-2	0493-65-1528	0493-65-4852	http://www.tamagawa-chu.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
熊谷市立玉井中学校	くまがやしりつたまいちゅうがっこう	〒360-0831 埼玉県熊谷市久保島888	048-532-3577	048-533-3206	http://www.tamai-j.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
戸田市立喜沢中学校	とだしりつきざわちゅうがっこう	〒335-0014 埼玉県戸田市喜沢南1-6-29	048-444-6400	048-443-9485	http://www.toda-c.ed.jp/kizawa-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
戸田市立美笹中学校	とだしりつみささちゅうがっこう	〒335-0031 埼玉県戸田市美女木5-12-6	048-421-3011	048-422-6093	http://www.toda-c.ed.jp/misasa-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
戸田市立新曽中学校	とだしりつにいぞちゅうがっこう	〒335-0021 埼玉県戸田市新曽1448	048-443-4512	048-443-9504	http://www.toda-c.ed.jp/niizo-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
戸田市立笹目中学校	とだしりつささめちゅうがっこう	〒335-0034 埼玉県戸田市笹目4-38-1	048-421-1462	048-422-6094	http://www.toda-c.ed.jp/sasame-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
戸田市立戸田東中学校	とだしりつとだひがしちゅうがっこう	〒335-0011 埼玉県戸田市下戸田1-11-15	048-442-5844	048-443-9270	http://www.toda-c.ed.jp/todahigashi-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
戸田市立戸田中学校	とだしりつとだちゅうがっこう	〒335-0023 埼玉県戸田市本町5-8-46	048-442-2627	048-443-9193	http://www.toda-c.ed.jp/toda-j/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
ときがわ町立都幾川中学校	ときがわちょうりつときがわちゅうがっこう	〒355-0361 埼玉県比企郡ときがわ町桃木50	0493-65-0155	0493-65-2146	http://www.tokigawa-chu.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立東中学校	ところざわしりつひがしちゅうがっこう	〒359-0026 埼玉県所沢市牛沼605-1	04-2992-3115	04-2992-3734	http://www.tokorozawa-stm.ed.jp/higasi-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立北野中学校	ところざわしりつきたのちゅうがっこう	〒359-1152 埼玉県所沢市北野2-4-10	04-2948-6004	04-2948-6007	http://www.tokorozawa-stm.ed.jp/kitano-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立小手指中学校	ところざわしりつこてさしちゅうがっこう	〒359-1147 埼玉県所沢市小手指元町3-28-11	04-2948-2224	04-2948-2237	http://www.tokorozawa-stm.ed.jp/kotesasi-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立向陽中学校	ところざわしりつこうようちゅうがっこう	〒359-1103 埼玉県所沢市向陽町2124	04-2923-7201	04-2923-7202	http://www.tokorozawa-stm.ed.jp/kouyou-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立美原中学校	ところざわしりつみはらちゅうがっこう	〒359-0042 埼玉県所沢市並木5-2	04-2995-5111	04-2995-5112	http://www.tokorozawa-stm.ed.jp/mihara-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立三ヶ島中学校	ところざわしりつみかじまちゅうがっこう	〒359-1164 埼玉県所沢市三ヶ島3-1407-1	04-2948-0668	04-2948-0808	http://www.tokorozawa-stm.ed.jp/mikajima-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立南陵中学校	ところざわしりつなんりょうちゅうがっこう	〒359-1131 埼玉県所沢市久米1470	04-2922-3038	04-2922-2449	http://www.tokorozawa-stm.ed.jp/nanryou-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立狭山ヶ丘中学校	ところざわしりつさやまがおかちゅうがっこう	〒359-1106 埼玉県所沢市東狭山ヶ丘5-893	04-2924-8167	04-2924-8149	http://www.tokorozawa-stm.ed.jp/sayamagaoka-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立所沢中学校	ところざわしりつところざわちゅうがっこう	〒359-1118 埼玉県所沢市けやき台2-44-1	04-2922-4138	04-2922-4139	http://www.tokorozawa-stm.ed.jp/tokorozawa-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立富岡中学校	ところざわしりつとみおかちゅうがっこう	〒359-0005 埼玉県所沢市神米金404	04-2942-0312	04-2942-5642	http://www.tokorozawa-stm.ed.jp/tomioka-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立山口中学校	ところざわしりつやまぐちちゅうがっこう	〒359-1145 埼玉県所沢市山口1345	04-2922-3238	04-2922-7015	http://www.tokorozawa-stm.ed.jp/yamaguti-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立柳瀬中学校	ところざわしりつやなせちゅうがっこう	〒359-0012 埼玉県所沢市坂之下960	04-2944-2395	04-2944-5275	http://www.tokorozawa-stm.ed.jp/yanase-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
所沢市立安松中学校	ところざわしりつやすまつちゅうがっこう	〒359-0023 埼玉県所沢市東所沢和田2-19	04-2944-7100	04-2944-7104	http://www.tokorozawa-stm.ed.jp/yasumatu-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
鳩山町立鳩山中学校	はとやまちょうりつはとやまちゅうがっこう	〒350-0303 埼玉県比企郡鳩山町熊井2024-1	049-296-1244	049-296-7552	http://www.town.hatoyama.saitama.jp/kakuka/education/hatoyama_jr.htm		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
宮代町立百間中学校	みやしろちょうりつもんまちゅうがっこう	〒345-0823 埼玉県南埼玉郡宮代町宮代3-7-38	0480-32-0142	0480-32-0189	http://www.town.miyashiro.saitama.jp/WWW/gakkou.nsf/05MONMACHU		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
宮代町立須賀中学校	みやしろちょうりつすかちゅうがっこう	〒345-0831 埼玉県南埼玉郡宮代町須賀1426-1	0480-33-1326	0480-33-1793	http://www.town.miyashiro.saitama.jp/WWW/gakkou.nsf/06SUKACHU		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
宮代町立前原中学校	みやしろちょうりつまえはらちゅうがっこう	〒345-0815 埼玉県南埼玉郡宮代町中461	0480-34-0631	0480-34-0744	http://www.town.miyashiro.saitama.jp/WWW/gakkou.nsf/07MAEHARA		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三芳町立藤久保中学校	みよしちょうりつふじくぼちゅうがっこう	〒354-0041 埼玉県入間郡三芳町藤久保420-2	049-258-3232	049-259-6557	http://www.town.saitama-miyoshi.ed.jp/fujikuboj/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三芳町立三芳東中学校	みよしちょうりつみよしひがしちゅうがっこう	〒354-0041 埼玉県入間郡三芳町大字藤久保６１０-１	049‐258-5188	049‐259-6522	http://www.town.saitama-miyoshi.ed.jp/miyoshihigasij/index.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
三芳町立三芳中学校	みよしちょうりつみよしちゅうがっこう	〒354-0044 埼玉県入間郡三芳町北永井350	049-258-0675	049-259-6491	http://www.town.saitama-miyoshi.lg.jp/study/gakkou/chuugakkou.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
杉戸町立広島中学校	すぎとちょうりつひろしまちゅうがっこう	〒345-0024 埼玉県北葛飾郡杉戸町堤根4759	0480-34-5791	0480-35-2002	http://www.town.sugito.lg.jp/cms/index1179.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
杉戸町立杉戸中学校	すぎとちょうりつすぎとちゅうがっこう	〒345-0035 埼玉県北葛飾郡杉戸町内田1-5-35	0480-32-0132	0480-32-0166	http://www.town.sugito.lg.jp/cms/index1233.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
杉戸町立東中学校	すぎとちょうりつひがしちゅうがっこう	〒345-0013 埼玉県北葛飾郡杉戸町椿250	0480-38-2005	0480-38-2006	http://www.town.sugito.lg.jp/cms/index418.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
吉見町立吉見中学校	よしみちょうりつよしみちゅうがっこう	〒355-0118 埼玉県比企郡吉見町下細谷1	0493-54-1525	0493-54-4321	http://www.town.yoshimi.saitama.jp/shisetsu_junior_high_school.html		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立豊春中学校	かすかべしりつとよはる	〒344-0048 埼玉県春日部市南中曽根107-2	048-752-2717	048-763-9664	http://www.toyoharuchu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
春日部市立豊野中学校	かすかべしりつとよの	〒344-0013 埼玉県春日部市銚子口130	048-737-0440	048-734-9421	http://www.toyonochu.av-center.kasukabe.saitama.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
行田市立行田中学校	ぎょうだしりつぎょうだちゅうがっこう	〒361-0032 埼玉県行田市佐間3-3-8	048-554-9196	048-556-4092	http://www.tvg.ne.jp/gyoda-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
行田市立見沼中学校	ぎょうだしりつみぬまちゅうがっこう	〒361-0011 埼玉県行田市荒木4892	048-557-2181	048-557-3270	http://www.tvg.ne.jp/minu-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
行田市立長野中学校	ぎょうだしりつながのちゅうがっこう	〒361-0022 埼玉県行田市桜町2-1-55	048-554-2240	048-554-2136	http://www.tvg.ne.jp/naga-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
行田市立忍中学校	ぎょうだしりつおしちゅうがっこう	〒361-0052 埼玉県行田市本丸18-6	048-554-9371	048-554-9558	http://www.tvg.ne.jp/oshi-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
行田市立西中学校	ぎょうだしりつにしちゅうがっこう	〒361-0056 埼玉県行田市持田600	048-553-1434	048-553-1302	http://www.tvg.ne.jp/ota-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
行田市立太田中学校	ぎょうだしりつおおたちゅうがっこう	〒361-0012 埼玉県行田市下須戸1164-1	048-559-3545	048-559-0406	http://www.tvg.ne.jp/ota-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
行田市立埼玉中学校	ぎょうだしりつさきたまちゅうがっこう	〒361-0025 埼玉県行田市埼玉4143-1	048-559-4204	048-559-4205	http://www.tvg.ne.jp/saki-jh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
さいたま市立浦和中学校	さいたましりつうらわちゅうがっこう	〒330-0073 埼玉県さいたま市浦和区元町1-28-17	048-886-8008	048-886-8555	http://www.urawashi-h.ed.jp/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
蕨市立第一中学校	わらびしりつだいいちちゅうがっこう	〒335-0003 埼玉県蕨市南町3-1-29	048-442-2533	048-442-2525	http://www.warabi.ne.jp/~1jh5/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
蕨市立東中学校	わらびしりつひがしちゅうがっこう	〒335-0002 埼玉県蕨市塚越6-7-34	048-442-5370	048-442-5377	http://www.warabi.ne.jp/~higasijh/		[[Category:埼玉県]]	[[Category:図書館]]	[[Category:学校図書館]]	[[Category:中学校]]
