館名	郵便番号	住所	電話番号	URL	都道府県
内藤記念館くすり博物館附属薬用植物園	501-6195	岐阜県各務原市川島竹早町1	0586-89-2101	http://www.eisai.co.jp/museum/	岐阜県
内藤記念くすり博物館	501-6195	岐阜県各務原市川島竹早町1エーザイ(株)川島工園内	0586-89-2101	http://www.eisai.co.jp/museum/index.html	岐阜県
ナイフ博物館	501-3821	岐阜県関市平賀町7	0575-24-2132		岐阜県
中山道みたけ館（御嵩町郷土館）	505-0116	岐阜県御嵩町御嵩1389－1	0574-67-7500	http://www.town.mitake.gifu.jp/mitakekan/index.html	岐阜県
中山道ひし屋資料館	509-7201	岐阜県恵那市大井町60-1	0573-20-3266		岐阜県
中山道広重美術館	509-7201	岐阜県恵那市大井町176-1	0573-20-0522	http://museum.city.ena.gifu.jp	岐阜県
中津川市子ども科学館	508-0011	岐阜県中津川市駒場1657－1	0573-66-9090	http://www.city.nakatsugawa.gifu.jp/kodomo-m/	岐阜県
中津川市鉱物博物館	508-0101	岐阜県中津川市苗木639－15	0573-67-2110	http://www.city.nakatsugawa.gifu.jp/museum/	岐阜県
中津川市青邨記念館	508-0101	岐阜県中津川市苗木2871-12	0573-65-7170	http://www.city.nakatsugawa.gifu.jp/museum/seison/	岐阜県
中津川市苗木遠山史料館	508-0101	岐阜県中津川市苗木2897-2	0573-66-8181	http://www.city.nakatsugawa.gifu.jp/museum/toyama/	岐阜県
懐かしいおもちゃの館	506-2116	岐阜県高山市丹生川町大谷	0577-78-1558		岐阜県
那比新宮宝物庫	501-4237	岐阜県郡上市八幡町那比6594	05756-3-2548		岐阜県
名和昆虫博物館	500-8003	岐阜県岐阜市大宮町2-18(岐阜公園内)	058-263-0038		岐阜県
日本現代紙碑文学館	503-0654	岐阜県海津市海津町高須605海津町図書館内	0584-53-1515		岐阜県
日本国際ポスター美術館	503-8550	岐阜県大垣市北方町5丁目50番地　岐阜経済大学気付	0584-77-3503	http://www.ogaki-postermuseum-japan.com/	岐阜県
日本最古の石博物館	509-0403	岐阜県七宗町中麻生1160	0574-48-2600	http://www.rd.mmtr.or.jp/~nihon315/index.html	岐阜県
日本昭和音楽村　江口夜詩記念館	503-1632	岐阜県上石津町下山2011	0584-45-3344	http://www.mirai.ne.jp/~ongaku/	岐阜県
（財）日本大正村  おもちゃ資料館	509-7714	岐阜県恵那市明智町常盤4	0573-54-3944		岐阜県
（財）日本大正村　大正村資料館	509-7716	岐阜県恵那市明智町本町	0573-54-3944		岐阜県
（財）日本大正村  大正ロマン館	509-7700	岐阜県恵那市明智町1304-1	0573-54-2014		岐阜県
（財）日本大正村　天久資料館	509-7714	岐阜県恵那市明智町常盤2	0573-54-3549		岐阜県
日本土鈴館	501-5124	岐阜県佐渡市白鳥町大島萩原1554-6	0575-82-5090	http://www.nihondorei.com/index.html	岐阜県
日本まん真ん中センター　情報展示室	501-4106	岐阜県郡上市美並村白山430－4	0575-79-3700		岐阜県
白山文化博物館・別館「白山瀧宝殿」	501-5104	岐阜県郡上市白鳥町長滝402	0575-85-2663		岐阜県
羽島市円空資料館	501-6319	岐阜県羽島市上中町中区中観音堂境内	0583-98-6264		岐阜県
羽島市歴史民俗資料館（併設：羽島市映画資料館）	501-6241	岐阜県羽島市竹鼻町2624－1	058-391-2234		岐阜県
八賀民俗美術館	506-0841	岐阜県高山市下三之町127	0577-33-8736		岐阜県
花フェスタ記念公園・花の地球館	509-0213	岐阜県可児市瀬田1584-1	0574-63-7373	http://www.pref.gifu.lg.jp/pref/flower/index.htm	岐阜県
歯の博物館	500-8486	岐阜県岐阜市加納城南通り1－18岐阜歯科医師会館内	0582-74-6116		岐阜県
半原版画館	509-6251	岐阜県瑞浪市日吉町半原	0572-69-2474		岐阜県
光記念館	506-0051	岐阜県高山市中山町175	0577-34-6511	http://h-am.jp/index.html	岐阜県
東美濃ふれあいセンター　展示室	509-9132	岐阜県中津川市茄子川1683－797	0573-68-8000		岐阜県
東山魁夷　心の旅路館	508-0501	岐阜県中津川市山口1-15	0573-75-5222		岐阜県
飛騨絵本美術館ポレポレハウス	506-0241	岐阜県高山市清見町夏厩713-23	0577-67-3347		岐阜県
ひだ自然館	506-1300	岐阜県高山市上宝町福池温泉687	0578-9-2462		岐阜県
飛騨高山春慶会館	506-0006	岐阜県高山市神田町1－88	0577-32-3373		岐阜県
飛騨高山テディベアエコビレッジ	506-0031	岐阜県高山市西之一色町3－829－4	0577-37-2525		岐阜県
飛騨高山まつりの森　高山祭りミュージアム	506-0032	岐阜県高山市千島町1111	0577-37-1000		岐阜県
飛騨高山美術館	506-0055	岐阜県高山市上岡本町1-124-1	0577-35-3535	http://www.HTM-MUSEUM.co.jp/index.html	岐阜県
飛騨大鍾乳洞大橋コレクション館	506-2256	岐阜県高山市丹生川町日面1147	0577-79-2211	http://www.syonyudo.com/	岐阜県
飛騨の匠文化館	509-4234	岐阜県飛騨市古川町壱之町10-1	0577-73-3321		岐阜県
飛騨古川祭資料館　起し太鼓会館・狛犬博物館	509-4256	岐阜県古川町高野220	05777-3-5691		岐阜県
飛騨みやがわ考古民俗館	509-4533	岐阜県飛騨市宮川村塩屋104	0577-62-3251		岐阜県
飛騨民族考古館	506-0846	岐阜県高山市上三之町82	0577-32-1980		岐阜県
飛騨民俗村・飛騨の里	506-0055	岐阜県高山市上岡本町1-590	0577-33-4714	http://www.hida.jp/hidanosato/	岐阜県
平田記念館	506-0845	岐阜県高山市上二之町39	0577-33-1354		岐阜県
平湯民俗館	506-1433	岐阜県高山市上宝町平湯	0578-9-3578		岐阜県
蛭川郷土資料館	509-8301	岐阜県蛭川村2204－5	0573-45-2211		岐阜県
蛭川村長島鉱物陳列館　（長島コレクション）	509-8300	岐阜県蛭川村5359－1－2紅岩山荘内	0573-45-2245		岐阜県
ひるがの湿原植物園	501-5301	岐阜県郡上市高鷲町ひるがの4670－3694	0575-73-2241	http://plants.takasu.or.jp/	岐阜県
福来博士記念館	506-0837	岐阜県高山市堀端町8	0577-32-2052		岐阜県
藤井美術民芸館	506-0846	岐阜県高山市上三之町69	0577-32-0108		岐阜県
藤橋城（西美濃プラネタリウム）	501-0801	岐阜県揖斐川町鶴見332-1	0585-52-2611		岐阜県
藤橋歴史民俗資料館	501-0801	岐阜県揖斐川町藤橋鶴見	0585-52-2202		岐阜県
ふるさとの鉄道館	501-4224	岐阜県郡上市八幡町城南町長良川鉄道郡上八幡駅	0575-65-2260		岐阜県
ふるさと歴史記念館	509-2202	岐阜県下呂市森1808-37	05762-5-4174		岐阜県
不破関資料館	503-1541	岐阜県関ケ原町松尾21-1	0584-43-2611		岐阜県
文魁記念館ロードイン・長城	508-0300	岐阜県付知町6964－3	0573-82-2101		岐阜県
保古自然館	509-7202	岐阜県恵那市東野保古山国民宿舎恵那山荘	05736-6-7773		岐阜県
焔仁美術館	501-5627	岐阜県白川村荻町古呂2483	05769-6-1967		岐阜県
本郷小学校資料室	500-8302	岐阜県岐阜市本郷町3－1	0582-51-0603		岐阜県
牧歌の里	501-5302	岐阜県郡上市高鷲村鷲見上野	0575-73-2888		岐阜県
前田館	508-0004	岐阜県中津川市花戸町4－7	0573-65-2070		岐阜県
松井屋酒造資料館	501-3301	岐阜県富加町加治田688－2	0574-54-3111		岐阜県
松枝小学校民俗資料室	501-6063	岐阜県笠松町長池642	05838-8-2551		岐阜県
瑞浪鉱物展示館	509-6121	岐阜県瑞浪市寺河戸町1205	0572-67-2140		岐阜県
瑞浪市地球回廊	509-6133	岐阜県瑞浪市明世町戸狩67－1	0572-68-9950		岐阜県
瑞浪市市之瀬廣太記念美術館	509-6133	岐阜県瑞浪市明世町戸狩2-17	0572-68-9400		岐阜県
瑞浪市化石博物館	509-6132	岐阜県瑞浪市明世町山野内1－13	0572-68-7710	http://www.city.mizunami.gifu.jp/sightseeing/mizunami/cultural_property/institution/fossil_museum.html	岐阜県
みつばちの家	502-0801	岐阜県岐阜市椿洞中野776－3	0582-94-2002		岐阜県
美並ふるさと館　円空ふるさと館・美並村生活資料館	501-4100	岐阜県郡上市美並村粥川	057579-3440		岐阜県
美濃歌舞伎博物館	509-6251	岐阜県瑞浪市日吉町8004-25	0572-69-2126		岐阜県
みのかも文化の森　美濃加茂市民ミュージアム	505-0004	岐阜県美濃加茂市蜂屋町上蜂屋3299-1	0574-28-1110	http://www.forest.minokamo.gifu.jp/	岐阜県
美濃和紙の里会館	501-3788	岐阜県美濃市蕨生1851-1	0575-34-8111	http://www.city.mino.gifu.jp/minogami/	岐阜県
御母衣ダム展示館	501-5504	岐阜県白川村福島	05769-5-2012		岐阜県
美山山村開発センター	501-2321	岐阜県山県市谷合1358-1	0581-55-3128		岐阜県
宮村民俗資料館	509-3531	岐阜県高山市宮町3072	0577-53-2901		岐阜県
ミュージアム花水木	506-0011	岐阜県高山市本町2－48	0577-33-0123		岐阜県
ミュージアム中仙道	509-6133	岐阜県瑞浪市明世町戸狩331	0572-68-0505	http://www.nsk21.co.jp/museum/	岐阜県
明善寺庫裡郷土館	501-5627	岐阜県白川村荻町679明善寺内	05769-6-1009		岐阜県
名鉄資料館	509-0201	岐阜県可児市川合北2-158	0574-61-0831	http://www.meitetsu.co.jp	岐阜県
明宝歴史民俗博物館	501-4303	岐阜県郡上市明宝気良154	057587-2119	http://www.gujomeiho.jp/museum.html	岐阜県
本巣市郷土資料館	501-1524	岐阜県本巣市根尾板所	058138-2410		岐阜県
本巣市歴史民俗資料館	501-1203	岐阜県本巣市文殊324	0581-34-4151		岐阜県
森田草平記念館	502-0851	岐阜県岐阜市鷺山3	0582-32-2147		岐阜県
森の文化博物館	503-2501	岐阜県揖斐川町春日美束1902-183	0585-58-3111		岐阜県
旧八百津発電所資料館	505-0301	岐阜県八百津町八百津1770－1	0574-43-3687		岐阜県
梁川星厳記念館	503-0011	岐阜県大垣市曽根町1－772－1華渓寺内	0584-81-7535		岐阜県
山県市文化の里　古田紹欽記念館	501-2125	岐阜県山県市洞田127-131	0581-36-1023		岐阜県
遊童館	501-4200	岐阜県郡上市八幡町稲荷町	0575-65-3274	http://www.yudokan.com/index.html	岐阜県
養老天命反転地	503-1254	岐阜県養老町高林1298－2	0584-32-4592		岐阜県
養老瓢箪博物館	503-1261	岐阜県養老町養老公園口	05843-2-2500		岐阜県
竜泉美術館	501-2904	岐阜県関市板取島口5281-1	0581-57-2111		岐阜県
ロートレック・ミュージアム	501-4226	岐阜県郡上市八幡町稲荷町1丁目	0575-65-3406？	http://www5.ocn.ne.jp/~echizen/LautrecTOPf.html	岐阜県
輪之内町立図書館・歴史民俗資料館	503-0212	岐阜県輪之内町中郷新田1495	0584-69-4500		岐阜県
IZU PHOTO MUSEUM	411-0931	静岡県長泉町東野クレマチスの丘（スルガ平）347-1	055-989-8780	http://www.izuphoto-museum.jp	静岡県
大岡信ことば館	411-0033	静岡県三島市文教町1-9-11Z会文教町ビル1階	055-976-9160	http://www.zkai.co.jp/kotobakan/	静岡県
ワイルドスミス絵本美術館	413-0235	静岡県伊東市大室高原9-101	0557-51-7330	http://www.metm.co.jp/	静岡県
熱川バナナワニ園	413-0302	静岡県東伊豆町熱川温泉	0557-23-1105	http://www4.i-younet.ne.jp/~wanien/	静岡県
愛宕下美術館	437-1301	静岡県掛川市横須賀1512	0537-48-2061		静岡県
熱海市立伊豆山郷土資料館	413-0002	静岡県熱海市伊豆山上野地708－2伊豆山神社境内	0557-80-4252		静岡県
熱海市立澤田政廣記念館	413-0032	静岡県熱海市梅園町9-46	0557-81-9211		静岡県
熱海城武家文化資料館	413-0000	静岡県熱海市曽我山1993熱海城内	0557-81-6206		静岡県
熱海和の人形館	413-0006	静岡県熱海市桃山町16－3	0557-82-8321		静岡県
アトリエ・ロッキー万華鏡館	413-0232	静岡県伊東市八幡野1354－7	0557-55-1755		静岡県
アフリカンアートギャラリー	413-0235	静岡県伊東市大室高原1-209	0557-51-5757	http://www.aag-izu.jp	静岡県
天城高原ベゴニアガーデン	414-0000	静岡県伊東市天城高原	0557-29-1154	http://www.amagikogen.co.jp/	静岡県
天城小さな美術館	410-3206	静岡県伊豆市湯ケ島1-1-4	05588-5-0502		静岡県
怪しい少年少女博物館　　　　　	413-0231	静岡県伊東市富戸字街道下1029-64	0557-51-8800	http://ayashii.pandora.nu	静岡県
新居関所史料館	431-0302	静岡県新居町新居1227－5	053-594-3615		静岡県
あわしまマリンパーク	410-0221	静岡県沼津市内浦重寺186	055-941-3126	http://www.marinepark.jp/	静岡県
井川展示館	428-0504	静岡県静岡市葵区井川西山沢1956-1	054-260-2307	http://www.chuden.co.jp/ikawa-pr/	静岡県
池田20世紀美術館	414-0052	静岡県伊東市十足614	0557-45-2211	http://www.nichireki.co.jp/ikeda/	静岡県
伊豆アンディランド	413-0500	静岡県河津町菖蒲沢	0558-34-0003	http://www005.upp.so-net.ne.jp/andyland/andy-1.html	静岡県
伊豆アンモナイト博物館	413-0235	静岡県伊東市大室高原10-303	0557-51-8570	http://www.ammonite-museum.com	静岡県
伊豆一碧湖香りの美術館	414-0051	静岡県伊東市吉田843-8	0557-45-7700		静岡県
伊豆一碧湖美術館	414-0051	静岡県伊東市吉田815-360	0557-45-5500	http://www.izu.co.jp/~izukogen/museum/ippeki/ippeki.htm	静岡県
伊豆オルゴール館	413-0232	静岡県伊東市八幡野1191-1	0557-53-0900	http://www.izu.fm/	静岡県
伊豆ガラスと工芸美術館	413-0235	静岡県伊東市大室高原11-300	0557-51-7222	http://izuglass.co.jp/	静岡県
伊豆高原アンティーク・ジュエリー・ミュージアム	413-0232	静岡県伊東市伊豆高原八幡野1030ー63	0557-54-5566		静岡県
伊豆高原　松田賀江ふるさとの木美術館	413-0232	静岡県伊東市八幡野1041－18	0557-54-1163		静岡県
伊豆高原からくり時計博物館	413-0235	静岡県伊東市大室高原3-452	0557-51-0237	http://www3.tokai.or.jp/karakuritokei-h/	静岡県
伊豆高原陶磁ガラス美術館やんもの木	413-0232	静岡県伊東市八幡野1167-9	0557-54-9600	http://www.yanmonoki.com/	静岡県
伊豆高原パリ装飾美術館  　　　	413-0235	静岡県伊東市大室高原7-621	0557-51-8209		静岡県
伊豆シャボテン公園	413-0231	静岡県伊東市富戸1317-13	0557-51-1111	http://www.shaboten.co.jp/	静岡県
伊豆テディーベア・ミュージアム	413-0232	静岡県伊東市八幡野1064-2	0557-54-5001	http://www.teddynet.co.jp/	静岡県
伊豆長岡町郷土資料館	410-2200	静岡県伊豆の国市260	0559-48-6190		静岡県
伊豆の国市韮山郷土史料館	410-2143	静岡県伊豆の国市韮山韮山2-4	055-949-4127		静岡県
伊豆の長八美術館	410-3611	静岡県松崎町松崎23	0558-42-2540		静岡県
伊豆バイオパーク	413-0411	静岡県東伊豆町稲取3344	0557-95-3535	http://www.izu-kamori.jp/izu-biopark/	静岡県
伊豆まゆの資料館	410-3612	静岡県松崎町宮内263-2	0558-42-3912		静岡県
伊豆洋らんパーク	410-2315	静岡県伊豆の国市田京195-2	0558-76-3355		静岡県
伊豆・三津シーパラダイス	410-0295	静岡県沼津市内浦長浜3-1	055-943-2331	http://www.seapara.jp/	静岡県
伊東市文化財管理センター	414-0026	静岡県伊東市竹の台3－11	0557-36-2182		静岡県
伊東市立木下杢太郎記念館	414-0002	静岡県伊東市湯川2-11-5	0557-36-7454		静岡県
井上文学館	411-0931	静岡県長泉町スルガ平	0559-86-1771		静岡県
井上靖文学館	411-0931	静岡県長泉町クレマチスの丘(スルガ平)515-57	055-986-1771	http://www.clematis-no-oka.co.jp/011_yasushi/011_prof.html	静岡県
亥博物館・ぼあぼあ	410-3206	静岡県伊豆市湯ケ島13-8天城いのしし園	0558-85-0425		静岡県
今治市黒田家代官屋敷資料館	437-1514	静岡県菊川市下平川862	0537-73-7270		静岡県
（重要文化財）岩科学校	410-3613	静岡県松崎町岩科北側442	0558-42-2675		静岡県
岩崎一彰・宇宙美術館	413-0235	静岡県伊東市大室高原9-638	0557-51-9600	http://www2.wbs.ne.jp/~kisag/	静岡県
磐田市香りの博物館	438-0821	静岡県磐田市立野2019-15	0538-36-8891	http://www.iwata-kaori.jp	静岡県
磐田市旧見付学校	438-0086	静岡県磐田市見付2452	0538-32-4511		静岡県
磐田市竜洋昆虫自然観察公園　こんちゅう館	438-0214	静岡県磐田市大中瀬320	0538-66-9900	http://www.ryu-yo.co.jp/konchu/shisetsu/konchukan.htm	静岡県
上原近代美術館	413-0715	静岡県下田市宇土金341	0558-28-1228	http://www.uehara-museum.or.jp/	静岡県
上原仏教美術館	413-0715	静岡県下田市宇土金馬場351	0558-28-1216		静岡県
MOA美術館	413-8511	静岡県熱海市桃山町26-2	0557-84-2511	http://www.moaart.or.jp/	静岡県
黄金の館	410-3302	静岡県伊豆市土肥2726	0558-98-0800		静岡県
大井川鉄道千頭駅・ＳＬ資料館	428-0411	静岡県川根本町千頭1216-5	0547-59-2065		静岡県
小田和典美術館	418-0047	静岡県富士宮市青木1897－74	0544-23-9195		静岡県
お茶の郷博物館	428-0022	静岡県島田市金谷3053-2	0547-46-5588	http://www.ochanosato.com/	静岡県
音戯の郷	428-0411	静岡県本川根町千頭1217-2	0547-58-2021		静岡県
掛川市二の丸美術館	436-0079	静岡県掛川市掛川1142-1	0537-62-2061		静岡県
加藤学園考古学研究所	410-0022	静岡県沼津市大岡自由ケ丘1979	0559-21-0347		静岡県
狩野川資料館	410-2204	静岡県伊豆の国市墹之上467-2	0559-48-0314		静岡県
カモシカと森の体験館	431-4103	静岡県浜松市天竜区水窪町山住96-1	0539-87-1200		静岡県
加山雄三ミュージアム	410-3514	静岡県西伊豆町仁科2048－1	0558-52-1122		静岡県
缶詰記念館	424-0943	静岡県静岡市清水区港町2-8-11	0543-52-8060		静岡県
気賀関所	431-1305	静岡県浜松市北区細江町気賀4577	053-523-2855	http://www.city.hamamatsu.shizuoka.jp/lifeindex/enjoy/culture_art/kiga_sekisyo/	静岡県
北原照久研究所・清水おもちゃ博物館	424-0942	静岡県静岡市清水区入船町13-15エスパルスドリームプラザ内	0543-54-3383		静岡県
清川泰次芸術館	421-0601	静岡県御前崎市御前崎45-31	0548-63-6966		静岡県
玉泉寺ハリス記念館	415-0013	静岡県下田市柿崎31-6	0558-22-1287	http://www1.ocn.ne.jp/~gyokusen/	静岡県
久能山東照宮博物館	422-8011	静岡県静岡市駿河区根古屋390	054-237-2437		静岡県
雲見くじら館	410-3615	静岡県松崎町雲見387	0558-45-0844		静岡県
現代豆本館	426-0026	静岡県藤枝市岡出山3－15	0546-43-3273		静岡県
航空自衛隊浜松広報館（エアーパーク）	432-8551	静岡県浜松市西区西山町無番地航空自衛隊浜松基地	053-472-1111	http://www.mod.go.jp/asdf/airpark/	静岡県
江月堂	438-0084	静岡県磐田市城之崎4－2722－1	0538-33-1381		静岡県
黄金崎クリスタルパーク・ガラスミュージアム	410-3501	静岡県西伊豆町宇久須2204-3	0558-55-1515	http://www.kuripa.co.jp/	静岡県
彩苑	413-0033	静岡県熱海市熱海銀山1788－61	0557-85-7377		静岡県
犀ヶ崖資料館	432-8014	静岡県浜松市中区鹿谷町25-10	053-472-8383		静岡県
相良町史料館	421-0522	静岡県相良町相良275－2	0548-52-4385		静岡県
相良油田資料館	421-0514	静岡県相良町菅ヶ谷2525－1	0548-87-2525		静岡県
さくま郷土遺産保存館	431-3908	静岡県浜松市天竜区佐久間町中部510-1	0539-65-1585		静岡県
佐久間電力館	431-3901	静岡県浜松市天竜区佐久間町佐久間2252	0539-65-1350		静岡県
佐野美術館	411-0838	静岡県三島市中田町1-43	055-975-7278	http://www.sanobi.or.jp	静岡県
サンクリノ美術館	413-0014	静岡県熱海市渚町7－5	0557-81-3367		静岡県
サンタミュージアム	413-0235	静岡県伊東市大室高原10－105	0557-51-3332		静岡県
（財）石の博物館（奇石博物館）	418-0111	静岡県富士宮市山宮3670	0544-58-3830	http://www.kiseki-jp.com/	静岡県
財団法人　平野美術館	430-0942	静岡県浜松市中区元浜町166	053-474-0811	http://www.hirano-museum.jp	静岡県
財団法人　国際文化交友会・月光天文台	419-0101	静岡県函南町桑原1308-222	055-979-1428	http://www.gekkou.or.jp/	静岡県
紫雲閣	435-0054	静岡県浜松市中区早出町1247-5	053-461-4358		静岡県
静岡アートギャラリー	422-8067	静岡県静岡市駿河区南町18-1サウスポット静岡3F	054-289-5400	http://www.art.shizuoka-city.or.jp/	静岡県
静岡科学館　る・く・る	422-8067	静岡県静岡市駿河区南町14-25エスパティオ8?10階	054-284-6960	http://www.rukuru.jp	静岡県
静岡県コンベンションアーツセンター「グランシップ」	422-8005	静岡県静岡市駿河区池田79-4	054-289-9000	http://www.granship.or.jp/	静岡県
静岡県地震防災センター	420-0042	静岡県静岡市葵区駒形通5-9-1	054-251-7100	http://www.e-quakes.pref.shizuoka.jp/index.html	静岡県
静岡県立大学薬草園	422-8002	静岡県静岡市駿河区谷田52-1	054-264-5762	http://pharm.u-shizuoka-ken.ac.jp/~yakusou/Botany_home.htm	静岡県
静岡県立美術館	422-8002	静岡県静岡市駿河区谷田53-2	054-263-5755	http://www.spmoa.shizuoka.shizuoka.jp/	静岡県
静岡県林業技術センター・森の科学館	434-0016	静岡県浜松市浜北区根堅2542-8	053-583-3121		静岡県
静岡市美術館	420-0852	静岡県静岡市葵区紺屋町17-1葵タワー3階	054-273-1515	http://www.shizubi.jp	静岡県
静岡市文化財資料館	420-0868	静岡県静岡市葵区宮ケ崎町102静岡浅間神社境内	054-245-3500	http://www.city.shizuoka.jp/deps/bunkazai/bunkazai_hogo_siryoukan_index.html	静岡県
静岡市立芹沢けい介美術館	422-8033	静岡県静岡市駿河区登呂5-10-5登呂公園内	054-282-5522	http://www.seribi.jp	静岡県
静岡市立登呂博物館	422-8033	静岡県静岡市駿河区登呂5-10-5	054-285-0476	http://www.city.shizuoka.jp/deps/kyoikusoumu/torohaku_index.htm	静岡県
静岡市立日本平動物園	422-8005	静岡県静岡市駿河区池田1767-6	054-262-3251	http://www.nhdzoo.jp/	静岡県
静岡平和資料センター	420-0838	静岡県静岡市葵区相生町6-20中央ビル2F	054-247-9641		静岡県
資生堂アートハウス	436-0025	静岡県掛川市下俣751-1	0537-23-6122	http://www.shiseido.co.jp/art-house	静岡県
志太郡衙資料館	426-0078	静岡県藤枝市南駿河台1－12	054-646-6525		静岡県
島田市博物館	427-0037	静岡県島田市河原1-5-50	0547-37-1000	http://www.city.shimada.shizuoka.jp/	静岡県
島田市博物館分館（海野光弘版画記念館）	427-0037	静岡県島田市河原2-16-5	0547-34-3216	http://www.city.shimada.shizuoka.jp	静岡県
島田市ばらの丘公園	427-0007	静岡県島田市野田1652-1	0547-37-0505		静岡県
（財）清水港湾博物館（フェルケール博物館）	424-0943	静岡県静岡市清水区港町2-8-11	0543-52-8060		静岡県
清水サッカーミュージアム	424-0942	静岡県静岡市清水区入船町13-15エスパルスドリームプラザ内	0543-54-3383		静岡県
清水すしミュージアム	424-0942	静岡県静岡市清水区入船町13-15エスパルスドリームプラザ内	0543-54-3361		静岡県
市民ミュージアム浜北	434-0038	静岡県浜北市貴布祢291-1	053-586-6200		静岡県
下田開国博物館（黒船来航の記念館）	415-0024	静岡県下田市2004/8/13	0558-23-2500	http://www.kaikou.jp	静岡県
下田海中水族館	415-8502	静岡県下田市3-22-31	0558-22-3567	http://www.shimoda-aquarium.com/	静岡県
下田城美術館	415-0016	静岡県下田市中828	0558-22-3622		静岡県
修善寺郷土資料館	410-2416	静岡県伊豆市修善寺838-1修善寺総合会館内	0558-72-1934		静岡県
修善寺　虹の郷	410-2416	静岡県伊豆市修善寺4279-3	0558-72-7111		静岡県
修禅寺宝物殿	410-2416	静岡県伊豆市修善寺964	0558-72-0053		静岡県
昭和の森　天城グリーンガーデン	410-3206	静岡県伊豆市湯ケ島892-6	0558-85-1110		静岡県
昭和の森会館	410-3206	静岡県伊豆市湯ケ島892-6	0558-85-1110		静岡県
白井鐡造記念館	437-0604	静岡県浜松市天竜区春野町宮川1768	0539-89-0200		静岡県
資料館・ぶとなんや	413-0411	静岡県東伊豆町稲取396	0557-95-5155		静岡県
ジャポニスム美術館	413-0001	静岡県熱海市泉元門川分立ヶ窪122－1	0557-80-0800		静岡県
ジャングルパーク	415-0156	静岡県南伊豆町石廊崎546－1	0558-65-0050		静岡県
城ケ崎文化資料館	413-0232	静岡県伊東市八幡野1156	0557-54-0959	http://www.izu.fm/dream/	静岡県
次郎長遺物館（梅蔭寺）	424-0932	静岡県静岡市清水区南岡町3-8	0543-52-0995		静岡県
杉山良雄街道画保存館	424-0845	静岡県静岡市清水区船原2-56	0543-45-5274		静岡県
裾野市民文化センター	410-1117	静岡県裾野市石脇586	0559-93-9300		静岡県
裾野市立富士山資料館	410-1231	静岡県裾野市須山2255－39	0559-98-1325		静岡県
岡野喜太郎翁記念　社史図書室	411-0000	静岡県長泉町駿河平2200	0559-86-8007		静岡県
駿府城二ノ丸　東御門・巽櫓	420-0855	静岡県静岡市葵区駿府公園1-1	054-251-0016	http://www.sunpu-park.jp/gomon/	静岡県
駿府匠宿	421-0103	静岡県静岡市駿河区丸子3240-1	054-256-1521		静岡県
駿府はかり資料館	420-0838	静岡県静岡市葵区相生町8-7静岡コピーセンター別館	054-209-2553		静岡県
駿府博物館	420-0852	静岡県静岡市葵区紺屋町15-4静岡新聞社別館内	054-252-0111	http://square.at-s.com/sumpu/	静岡県
生物循環パビリオン	436-0047	静岡県掛川市長谷709－7	0537-24-8888		静岡県
セキグチ・ドールガーデン　[只今休館中]	413-0232	静岡県伊東市八幡野1118-2	0557-54-5515	http://www.sekiguchi.co.jp/	静岡県
芹沢光治良記念館　	410-0823	静岡県沼津市我入道蔓陀ケ原517－1	055-932-0255		静岡県
象牙美術宝庫	410-3301	静岡県伊豆市小土肥485	0558-98-1151	http://www11.plala.or.jp/zouge/	静岡県
玉澤妙法華寺宝物館	411-0014	静岡県三島市玉沢1	0559-75-6111		静岡県
大福寺聚古館	431-1400	静岡県浜松市北区三ヶ日町福長220-3	05352-5-0278		静岡県
ちびまる子ちゃんランド	424-0942	静岡県静岡市清水区入船町13-15エスパルスドリームプラザ内	0543-54-3383		静岡県
智満寺宝蔵	427-0001	静岡県島田市千葉254	05473-5-6819		静岡県
茶夢の館	427-0032	静岡県島田市神座2570-5	0547-32-0003		静岡県
長八記念館	410-3611	静岡県松崎町松崎235－1	0558-42-0481		静岡県
長楽寺宝物館	415-0023	静岡県下田市七軒町3－13－19	0558-22-0731		静岡県
天守君山願成就院	410-2122	静岡県伊豆の国市寺家83	0559-49-7676		静岡県
ディスカバリーパーク焼津　天文科学館（ときめき遊星館）	425-0052	静岡県焼津市田尻2968-1	054-625-0800	http://www.discoverypark.jp/	静岡県
土肥金山	410-3302	静岡県伊豆市土肥2726	0558-98-0800		静岡県
東海大学海洋科学博物館	424-0901	静岡県静岡市清水区三保2389	0543-34-2385	http://www.umi.muse-tokai.jp/	静岡県
東海大学自然史博物館	424-8620	静岡県静岡市清水区三保2389	0543-34-2385	http://www.sizen.muse-tokai.jp/	静岡県
東海大学社会教育センター　三保文化ランド	424-0901	静岡県静岡市清水区三保2407	0543-34-7711		静岡県
東海道由比宿おもしろ宿場館	421-3103	静岡県由比町由比53	0543-77-0023		静岡県
東海道広重美術館	421-3103	静岡県由比町由比297-1	0543-75-4454	http://www.city.shizuoka.jp/deps/bunka/hiroshige_art_museum.html	静岡県
唐人お吉記念館（宝福寺）	415-0021	静岡県下田市1-18-26	05582-2-9776	http://www4.i-younet.ne.jp/~hofukuji/	静岡県
陶の華美術館	413-0232	静岡県伊東市八幡野1183	0557-54-4485		静岡県
常葉美術館	439-0019	静岡県菊川町半済1550	0537-35-0775		静岡県
戸田幸四郎絵本美術館	413-0101	静岡県熱海市上多賀1055-30自然郷	0557-67-1107		静岡県
